s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	clg2
BL19269	14786475	BFL_13	5933	ENSLOCG00000013614	40617573	LG10	3985	H	H
BL19266	14832644	BFL_13	5935	ENSLOCG00000013203	38710750	LG10	3959	H	H
BL19262	14961599	BFL_13	5939	ENSLOCG00000012375	34584948	LG10	3910	H	H
BL19261	14976889	BFL_13	5940	ENSLOCG00000012535	35671565	LG10	3919	H	H
BL19255	15031276	BFL_13	5943	ENSLOCG00000010843	27755652	LG10	3838	H	H
BL19253	15070943	BFL_13	5944	ENSLOCG00000011783	31399286	LG10	3880	H	H
BL19251	15094251	BFL_13	5946	ENSLOCG00000013635	40823705	LG10	3987	H	H
BL19246	15282526	BFL_13	5948	ENSLOCG00000011614	31223774	LG10	3876	H	H
BL19241	15320954	BFL_13	5950	ENSLOCG00000013855	41812054	LG10	4003	H	H
BL19240	15364510	BFL_13	5951	ENSLOCG00000013876	41862248	LG10	4005	H	H
BL19230	15549489	BFL_13	5957	ENSLOCG00000012208	33060549	LG10	3893	H	H
BL19229	15557547	BFL_13	5958	ENSLOCG00000012342	34441537	LG10	3905	H	H
BL19227	15587648	BFL_13	5960	ENSLOCG00000013617	40637151	LG10	3986	H	H
BL19225	15626193	BFL_13	5961	ENSLOCG00000013406	39765745	LG10	3973	H	H
BL19220	15689921	BFL_13	5963	ENSLOCG00000013816	41677748	LG10	3999	H	H
BL08993	15882690	BFL_13	5972	ENSLOCG00000011234	30285510	LG10	3862	H	H
BL08997	15926928	BFL_13	5975	ENSLOCG00000012710	36120620	LG10	3932	H	H
BL09002	15965932	BFL_13	5977	ENSLOCG00000013295	39015408	LG10	3964	H	H
BL09012	16090187	BFL_13	5981	ENSLOCG00000012695	36076213	LG10	3931	H	H
BL09025	16291103	BFL_13	5986	ENSLOCG00000013977	42266683	LG10	4014	H	H
BL09035	16561055	BFL_13	5989	ENSLOCG00000012503	35652581	LG10	3917	H	H
BL09041	16707622	BFL_13	5991	ENSLOCG00000013739	41446479	LG10	3993	H	H
BL09044	16762558	BFL_13	5993	ENSLOCG00000012955	37551506	LG10	3948	H	H
BL09051	16954705	BFL_13	5995	ENSLOCG00000012670	36045667	LG10	3928	H	H
BL09052	16969234	BFL_13	5996	ENSLOCG00000012550	35729196	LG10	3920	H	H
BL09059	17047918	BFL_13	6003	ENSLOCG00000012591	35841683	LG10	3925	H	H
BL09074	17380818	BFL_13	6008	ENSLOCG00000012248	33368080	LG10	3899	H	H
BL09119	18248021	BFL_13	6011	ENSLOCG00000010960	28193336	LG10	3846	H	H
BL09121	18329946	BFL_13	6012	ENSLOCG00000010953	28191468	LG10	3845	H	H
BL24171	18517342	BFL_13	6015	ENSLOCG00000013188	38609972	LG10	3957	H	H
BL24169	18545258	BFL_13	6017	ENSLOCG00000012934	37500107	LG10	3946	H	H
BL24163	18717079	BFL_13	6019	ENSLOCG00000013326	39225933	LG10	3968	H	H
BL24162	18721992	BFL_13	6020	ENSLOCG00000013969	42161536	LG10	4013	H	H
BL24161	18738400	BFL_13	6021	ENSLOCG00000012299	34288509	LG10	3903	H	H
BL24157	18822341	BFL_13	6023	ENSLOCG00000012634	35995429	LG10	3927	H	H
BL24147	19046513	BFL_13	6026	ENSLOCG00000013534	40353201	LG10	3981	H	H
BL24136	19195930	BFL_13	6028	ENSLOCG00000012913	37364884	LG10	3944	H	H
BL24131	19241949	BFL_13	6030	ENSLOCG00000013726	41404844	LG10	3991	H	H
BL24130	19261664	BFL_13	6031	ENSLOCG00000013821	41679250	LG10	4000	H	H
BL24129	19315396	BFL_13	6032	ENSLOCG00000017754	34479843	LG10	3906	H	H
BL24120	19709335	BFL_13	6035	ENSLOCG00000013594	40525327	LG10	3984	H	H
BL24112	19908176	BFL_13	6038	ENSLOCG00000012163	32502866	LG10	3891	H	H
BL24100	20231716	BFL_13	6042	ENSLOCG00000013310	39164887	LG10	3965	H	H
BL09130	20867639	BFL_13	6053	ENSLOCG00000010906	28074565	LG10	3843	H	H
BL09128	20975248	BFL_13	6054	ENSLOCG00000017749	31460083	LG10	3882	H	H
BL09127	21032221	BFL_13	6055	ENSLOCG00000011795	31400115	LG10	3881	H	H
BL19000	21213244	BFL_13	6057	ENSLOCG00000013131	38098311	LG10	3954	H	H
BL19040	21905245	BFL_13	6067	ENSLOCG00000013371	39310091	LG10	3971	H	H
BL19041	21924417	BFL_13	6068	ENSLOCG00000012201	33025645	LG10	3892	H	H
BL19054	22060988	BFL_13	6071	ENSLOCG00000013866	41846113	LG10	4004	H	H
BL19072	22306842	BFL_13	6076	ENSLOCG00000013142	38284560	LG10	3955	H	H
BL12800	1045602	BFL_13	5676	ENSLOCG00000006341	18483149	LG11	4147	H	H
BL20185	5003864	BFL_13	5740	ENSLOCG00000009183	30390895	LG11	4243	H	H
BL19576	10106991	BFL_13	5829	ENSLOCG00000004989	13743630	LG11	4115	H	H
BL19329	13655242	BFL_13	5913	ENSLOCG00000003327	6520504	LG11	4078	H	H
BL12842	288912	BFL_13	5661	ENSLOCG00000012402	39284446	LG6	4632	H	H
BL24790	1843071	BFL_13	5691	ENSLOCG00000002238	2874036	LG6	4397	H	H
BL24704	3492680	BFL_13	5719	ENSLOCG00000003393	5619226	LG6	4425	H	H
BL24832	5285890	BFL_13	5749	ENSLOCG00000008138	16650826	LG6	4506	H	H
BL19595	9822132	BFL_13	5823	ENSLOCG00000008791	18252231	LG6	4518	H	H
BL08994	15908799	BFL_13	5973	ENSLOCG00000007679	15684342	LG6	4496	H	H
BL09066	17136837	BFL_13	6005	ENSLOCG00000003042	4626593	LG6	4412	H	H
BL24689	3746623	BFL_13	5725	ENSLOCG00000011543	34674132	LG12	4948	H	H
BL24652	4531384	BFL_13	5735	ENSLOCG00000011469	34476597	LG12	4944	H	H
BL24833	5289781	BFL_13	5750	ENSLOCG00000011607	34870481	LG12	4950	H	H
BL19572	10136866	BFL_13	5831	ENSLOCG00000011210	33470814	LG12	4934	H	H
BL19528	10731954	BFL_13	5854	ENSLOCG00000012032	36121960	LG12	4965	H	H
BL19479	11244663	BFL_13	5867	ENSLOCG00000011278	33809804	LG12	4937	H	H
BL19371	12620706	BFL_13	5891	ENSLOCG00000011409	34259708	LG12	4941	H	H
BL19363	12793097	BFL_13	5893	ENSLOCG00000012061	36209487	LG12	4966	H	H
BL19360	12831016	BFL_13	5895	ENSLOCG00000005144	10636011	LG12	4737	H	H
BL19335	13553616	BFL_13	5912	ENSLOCG00000011138	33212288	LG12	4933	H	H
BL19286	14453602	BFL_13	5927	ENSLOCG00000003228	6158719	LG12	4700	H	H
BL19231	15539638	BFL_13	5956	ENSLOCG00000011396	34229548	LG12	4939	H	H
BL19214	15749929	BFL_13	5966	ENSLOCG00000017847	34516006	LG12	4945	H	H
BL09011	16084628	BFL_13	5980	ENSLOCG00000011929	35767610	LG12	4958	H	H
BL09016	16174557	BFL_13	5983	ENSLOCG00000011691	35069741	LG12	4951	H	H
BL09039	16659504	BFL_13	5990	ENSLOCG00000011986	35970980	LG12	4962	H	H
BL09055	16999192	BFL_13	5999	ENSLOCG00000011136	33211796	LG12	4932	H	H
BL09075	17494773	BFL_13	6009	ENSLOCG00000012029	36115028	LG12	4964	H	H
BL24168	18571535	BFL_13	6018	ENSLOCG00000011446	34415603	LG12	4943	H	H
BL24116	19792028	BFL_13	6037	ENSLOCG00000012007	36074083	LG12	4963	H	H
BL24079	20525811	BFL_13	6049	ENSLOCG00000011526	34658034	LG12	4946	H	H
BL09133	20802011	BFL_13	6052	ENSLOCG00000011963	35829138	LG12	4961	H	H
BL19032	21799837	BFL_13	6065	ENSLOCG00000011773	35321912	LG12	4952	H	H
BL19064	22266020	BFL_13	6074	ENSLOCG00000011112	33162190	LG12	4931	H	H
BL19065	22270286	BFL_13	6075	ENSLOCG00000011934	35774075	LG12	4959	H	H
BL24825	5237935	BFL_13	5744	ENSLOCG00000006213	16108443	LG17	5042	H	H
BL24717	3312146	BFL_13	5715	ENSLOCG00000009211	18695457	LG14	5397	H	H
BL24935	7251769	BFL_13	5783	ENSLOCG00000005875	11210557	LG14	5303	H	H
BL24958	7600260	BFL_13	5789	ENSLOCG00000007072	13367544	LG14	5331	H	H
BL24977	7838279	BFL_13	5795	ENSLOCG00000001711	2256898	LG14	5232	H	H
BL19488	11177442	BFL_13	5865	ENSLOCG00000005534	10247054	LG14	5297	H	H
BL24180	18373956	BFL_13	6014	ENSLOCG00000017389	7737872	LG14	5274	H	H
BL24170	18538133	BFL_13	6016	ENSLOCG00000008972	18275024	LG14	5387	H	H
BL24135	19207910	BFL_13	6029	ENSLOCG00000009689	20302122	LG14	5407	H	H
BL24119	19770161	BFL_13	6036	ENSLOCG00000005556	10249711	LG14	5298	H	H
BL19034	21805873	BFL_13	6066	ENSLOCG00000005715	10582322	LG14	5300	H	H
BL02419	8994815	BFL_13	5813	ENSLOCG00000016195	10653216	LG16	5608	H	H
BL19052	22049071	BFL_13	6070	ENSLOCG00000015978	6757283	LG16	5564	H	H
BL12850	147873	BFL_13	5657	ENSLOCG00000003753	6122700	LG13	5794	H	H
BL12849	159479	BFL_13	5658	ENSLOCG00000008372	15262605	LG13	5926	H	H
BL12847	207958	BFL_13	5659	ENSLOCG00000008384	15275040	LG13	5927	H	H
BL12840	333170	BFL_13	5662	ENSLOCG00000005006	9685813	LG13	5829	H	H
BL12831	525969	BFL_13	5667	ENSLOCG00000008397	15300619	LG13	5928	H	H
BL12826	586319	BFL_13	5669	ENSLOCG00000005025	9761528	LG13	5830	H	H
BL12817	828275	BFL_13	5672	ENSLOCG00000003515	5720354	LG13	5786	H	H
BL12815	850628	BFL_13	5673	ENSLOCG00000001758	2125092	LG13	5739	H	H
BL12803	978139	BFL_13	5674	ENSLOCG00000000877	224351	LG13	5717	H	H
BL12798	1078540	BFL_13	5677	ENSLOCG00000006998	13707387	LG13	5884	H	H
BL24811	1456493	BFL_13	5682	ENSLOCG00000002065	3202474	LG13	5751	H	H
BL24809	1480844	BFL_13	5683	ENSLOCG00000008147	15070947	LG13	5917	H	H
BL24807	1493894	BFL_13	5684	ENSLOCG00000001625	1932336	LG13	5736	H	H
BL24799	1627060	BFL_13	5687	ENSLOCG00000007699	14742918	LG13	5906	H	H
BL24797	1678625	BFL_13	5688	ENSLOCG00000007676	14691536	LG13	5905	H	H
BL24792	1801079	BFL_13	5689	ENSLOCG00000002839	4314006	LG13	5768	H	H
BL24791	1839827	BFL_13	5690	ENSLOCG00000001878	2590225	LG13	5744	H	H
BL24789	1843828	BFL_13	5692	ENSLOCG00000002792	4291943	LG13	5767	H	H
BL24773	2224960	BFL_13	5695	ENSLOCG00000000563	56832	LG13	5712	H	H
BL24772	2230225	BFL_13	5696	ENSLOCG00000004814	9484032	LG13	5819	H	H
BL24769	2270813	BFL_13	5697	ENSLOCG00000004873	9494943	LG13	5822	H	H
BL24768	2276409	BFL_13	5698	ENSLOCG00000004858	9492759	LG13	5821	H	H
BL24752	2678922	BFL_13	5702	ENSLOCG00000007611	14586618	LG13	5903	H	H
BL24745	2774269	BFL_13	5704	ENSLOCG00000003501	5716773	LG13	5785	H	H
BL24736	2881696	BFL_13	5707	ENSLOCG00000001431	1546845	LG13	5730	H	H
BL24733	2897087	BFL_13	5708	ENSLOCG00000007061	13843829	LG13	5888	H	H
BL24732	2988928	BFL_13	5709	ENSLOCG00000007032	13791248	LG13	5886	H	H
BL24727	3043709	BFL_13	5711	ENSLOCG00000007877	14850522	LG13	5909	H	H
BL24719	3217321	BFL_13	5714	ENSLOCG00000001530	1599241	LG13	5734	H	H
BL24701	3570406	BFL_13	5720	ENSLOCG00000003226	5154697	LG13	5777	H	H
BL24697	3617099	BFL_13	5721	ENSLOCG00000007017	13788574	LG13	5885	H	H
BL24696	3623277	BFL_13	5722	ENSLOCG00000003276	5236252	LG13	5779	H	H
BL24692	3656750	BFL_13	5723	ENSLOCG00000003182	5094444	LG13	5776	H	H
BL24691	3684220	BFL_13	5724	ENSLOCG00000006598	12272355	LG13	5873	H	H
BL24688	3757908	BFL_13	5726	ENSLOCG00000005936	11128249	LG13	5854	H	H
BL24679	3924657	BFL_13	5727	ENSLOCG00000009043	17050151	LG13	5952	H	H
BL24678	3932880	BFL_13	5728	ENSLOCG00000009032	17035979	LG13	5951	H	H
BL24664	4273094	BFL_13	5732	ENSLOCG00000005110	9924514	LG13	5832	H	H
BL24654	4502107	BFL_13	5733	ENSLOCG00000001393	1544273	LG13	5729	H	H
BL17992	4574855	BFL_13	5737	ENSLOCG00000008071	15027286	LG13	5913	H	H
BL17991	4581247	BFL_13	5738	ENSLOCG00000008086	15027801	LG13	5914	H	H
BL24824	5206159	BFL_13	5743	ENSLOCG00000007100	13878883	LG13	5889	H	H
BL24827	5251977	BFL_13	5746	ENSLOCG00000003683	6003242	LG13	5791	H	H
BL24828	5259310	BFL_13	5747	ENSLOCG00000003693	6004998	LG13	5792	H	H
BL24836	5322461	BFL_13	5753	ENSLOCG00000008290	15193425	LG13	5922	H	H
BL24840	5354815	BFL_13	5756	ENSLOCG00000001666	1960391	LG13	5737	H	H
BL24851	5505327	BFL_13	5761	ENSLOCG00000006581	12244462	LG13	5871	H	H
BL24852	5521544	BFL_13	5762	ENSLOCG00000003142	5036320	LG13	5775	H	H
BL24854	5587979	BFL_13	5764	ENSLOCG00000005365	10171522	LG13	5838	H	H
BL24855	5615105	BFL_13	5765	ENSLOCG00000005381	10172988	LG13	5839	H	H
BL24889	6218952	BFL_13	5770	ENSLOCG00000006759	13374608	LG13	5875	H	H
BL24891	6250796	BFL_13	5771	ENSLOCG00000005293	10017070	LG13	5836	H	H
BL24903	6494149	BFL_13	5774	ENSLOCG00000001722	2108553	LG13	5738	H	H
BL24907	6543777	BFL_13	5777	ENSLOCG00000002880	4373993	LG13	5769	H	H
BL24915	6736536	BFL_13	5778	ENSLOCG00000004087	7567173	LG13	5800	H	H
BL24932	7050269	BFL_13	5782	ENSLOCG00000006402	12154715	LG13	5864	H	H
BL24947	7367232	BFL_13	5785	ENSLOCG00000001606	1876311	LG13	5735	H	H
BL24951	7449617	BFL_13	5786	ENSLOCG00000004713	9183283	LG13	5815	H	H
BL24953	7486304	BFL_13	5788	ENSLOCG00000006836	13520162	LG13	5878	H	H
BL24960	7613188	BFL_13	5790	ENSLOCG00000008643	15546843	LG13	5934	H	H
BL24968	7703779	BFL_13	5791	ENSLOCG00000007714	14771740	LG13	5907	H	H
BL24969	7720512	BFL_13	5792	ENSLOCG00000003794	6211955	LG13	5795	H	H
BL23681	7926506	BFL_13	5796	ENSLOCG00000006867	13531234	LG13	5880	H	H
BL23685	8091476	BFL_13	5798	ENSLOCG00000008723	16009876	LG13	5936	H	H
BL23690	8203191	BFL_13	5800	ENSLOCG00000008971	16576266	LG13	5947	H	H
BL02444	8421877	BFL_13	5803	ENSLOCG00000000715	97796	LG13	5714	H	H
BL02430	8714390	BFL_13	5808	ENSLOCG00000007049	13802824	LG13	5887	H	H
BL02426	8765172	BFL_13	5810	ENSLOCG00000008853	16234353	LG13	5943	H	H
BL02424	8815435	BFL_13	5811	ENSLOCG00000006011	11343000	LG13	5856	H	H
BL19611	9397583	BFL_13	5815	ENSLOCG00000008829	16188322	LG13	5942	H	H
BL19610	9409567	BFL_13	5816	ENSLOCG00000008821	16187613	LG13	5941	H	H
BL19602	9632465	BFL_13	5819	ENSLOCG00000007921	14905667	LG13	5911	H	H
BL19601	9670878	BFL_13	5820	ENSLOCG00000007947	14883441	LG13	5910	H	H
BL19600	9675141	BFL_13	5821	ENSLOCG00000008265	15169103	LG13	5921	H	H
BL19597	9751929	BFL_13	5822	ENSLOCG00000008216	15126627	LG13	5920	H	H
BL19593	9840115	BFL_13	5824	ENSLOCG00000008482	15400895	LG13	5931	H	H
BL19586	9960974	BFL_13	5826	ENSLOCG00000004787	9431085	LG13	5818	H	H
BL19575	10112395	BFL_13	5830	ENSLOCG00000002981	4572362	LG13	5771	H	H
BL19571	10141557	BFL_13	5832	ENSLOCG00000008898	16250692	LG13	5945	H	H
BL19567	10223596	BFL_13	5833	ENSLOCG00000018093	4690229	LG13	5772	H	H
BL19556	10393692	BFL_13	5838	ENSLOCG00000007467	14160089	LG13	5898	H	H
BL19555	10411037	BFL_13	5839	ENSLOCG00000007483	14323775	LG13	5899	H	H
BL19550	10562786	BFL_13	5840	ENSLOCG00000001994	2910474	LG13	5748	H	H
BL19549	10574068	BFL_13	5841	ENSLOCG00000002078	3255818	LG13	5752	H	H
BL19547	10579917	BFL_13	5842	ENSLOCG00000006228	12019480	LG13	5861	H	H
BL19542	10617096	BFL_13	5845	ENSLOCG00000006527	12212591	LG13	5869	H	H
BL19541	10620224	BFL_13	5846	ENSLOCG00000004430	8595776	LG13	5807	H	H
BL19540	10633204	BFL_13	5847	ENSLOCG00000005788	10971972	LG13	5851	H	H
BL19539	10640351	BFL_13	5848	ENSLOCG00000003090	4895533	LG13	5774	H	H
BL19536	10653713	BFL_13	5850	ENSLOCG00000001359	908242	LG13	5728	H	H
BL19533	10700971	BFL_13	5851	ENSLOCG00000004833	9484116	LG13	5820	H	H
BL19531	10711244	BFL_13	5852	ENSLOCG00000007390	14114597	LG13	5895	H	H
BL19529	10726394	BFL_13	5853	ENSLOCG00000007379	14106285	LG13	5894	H	H
BL19527	10736796	BFL_13	5855	ENSLOCG00000007352	14086685	LG13	5893	H	H
BL19517	10823462	BFL_13	5858	ENSLOCG00000003601	5925781	LG13	5789	H	H
BL19503	10973239	BFL_13	5862	ENSLOCG00000005580	10659976	LG13	5844	H	H
BL19490	11159565	BFL_13	5864	ENSLOCG00000002029	3179793	LG13	5749	H	H
BL19465	11375721	BFL_13	5869	ENSLOCG00000003041	4895238	LG13	5773	H	H
BL19461	11426690	BFL_13	5870	ENSLOCG00000006424	12185339	LG13	5865	H	H
BL19449	11475381	BFL_13	5872	ENSLOCG00000004203	7757262	LG13	5803	H	H
BL19425	11753316	BFL_13	5877	ENSLOCG00000004935	9543791	LG13	5826	H	H
BL19424	11793806	BFL_13	5878	ENSLOCG00000003623	5927625	LG13	5790	H	H
BL19422	11800136	BFL_13	5880	ENSLOCG00000001804	2426106	LG13	5741	H	H
BL19407	12022111	BFL_13	5883	ENSLOCG00000007958	14918940	LG13	5912	H	H
BL19404	12083564	BFL_13	5884	ENSLOCG00000007529	14516934	LG13	5901	H	H
BL19390	12325960	BFL_13	5887	ENSLOCG00000006313	12106036	LG13	5863	H	H
BL19373	12539484	BFL_13	5889	ENSLOCG00000001224	607823	LG13	5724	H	H
BL19372	12592494	BFL_13	5890	ENSLOCG00000001266	795622	LG13	5726	H	H
BL19353	13058953	BFL_13	5897	ENSLOCG00000006910	13570299	LG13	5881	H	H
BL19349	13091399	BFL_13	5901	ENSLOCG00000002301	3404276	LG13	5756	H	H
BL19348	13104418	BFL_13	5902	ENSLOCG00000002542	3844163	LG13	5760	H	H
BL19347	13126341	BFL_13	5903	ENSLOCG00000008811	16175273	LG13	5940	H	H
BL19346	13136927	BFL_13	5904	ENSLOCG00000008795	16173831	LG13	5939	H	H
BL19339	13399432	BFL_13	5910	ENSLOCG00000005952	11192739	LG13	5855	H	H
BL19336	13539831	BFL_13	5911	ENSLOCG00000004549	8798653	LG13	5810	H	H
BL19325	13763783	BFL_13	5915	ENSLOCG00000004756	9319467	LG13	5817	H	H
BL19321	13859776	BFL_13	5917	ENSLOCG00000005181	9952718	LG13	5833	H	H
BL19312	14011819	BFL_13	5918	ENSLOCG00000003416	5537727	LG13	5783	H	H
BL19308	14135222	BFL_13	5921	ENSLOCG00000007292	14042371	LG13	5892	H	H
BL19301	14220418	BFL_13	5923	ENSLOCG00000008536	15432192	LG13	5933	H	H
BL19297	14284709	BFL_13	5925	ENSLOCG00000001791	2321339	LG13	5740	H	H
BL19280	14510917	BFL_13	5929	ENSLOCG00000003707	6093414	LG13	5793	H	H
BL19276	14639901	BFL_13	5930	ENSLOCG00000005695	10755578	LG13	5849	H	H
BL19275	14739414	BFL_13	5931	ENSLOCG00000005682	10755489	LG13	5848	H	H
BL19267	14795814	BFL_13	5934	ENSLOCG00000006707	13226764	LG13	5874	H	H
BL19265	14906721	BFL_13	5936	ENSLOCG00000008754	16112251	LG13	5937	H	H
BL19260	14986034	BFL_13	5941	ENSLOCG00000007431	14153215	LG13	5897	H	H
BL19258	15009198	BFL_13	5942	ENSLOCG00000007416	14136246	LG13	5896	H	H
BL19252	15079093	BFL_13	5945	ENSLOCG00000005213	9966553	LG13	5834	H	H
BL19249	15190077	BFL_13	5947	ENSLOCG00000005473	10414199	LG13	5841	H	H
BL19239	15380837	BFL_13	5952	ENSLOCG00000006161	11620501	LG13	5859	H	H
BL19238	15384902	BFL_13	5953	ENSLOCG00000006473	12193390	LG13	5866	H	H
BL19232	15526284	BFL_13	5955	ENSLOCG00000005718	10811263	LG13	5850	H	H
BL19228	15568907	BFL_13	5959	ENSLOCG00000005487	10496160	LG13	5842	H	H
BL19219	15698866	BFL_13	5964	ENSLOCG00000018109	16606123	LG13	5948	H	H
BL19215	15736984	BFL_13	5965	ENSLOCG00000006854	13529240	LG13	5879	H	H
BL19213	15752717	BFL_13	5967	ENSLOCG00000008162	15072599	LG13	5918	H	H
BL19207	15813610	BFL_13	5969	ENSLOCG00000001483	1576601	LG13	5733	H	H
BL19206	15829993	BFL_13	5970	ENSLOCG00000001459	1576093	LG13	5732	H	H
BL08992	15847476	BFL_13	5971	ENSLOCG00000004976	9668729	LG13	5828	H	H
BL08998	15943783	BFL_13	5976	ENSLOCG00000003361	5503027	LG13	5782	H	H
BL09009	16056037	BFL_13	5978	ENSLOCG00000008495	15396246	LG13	5930	H	H
BL09010	16065892	BFL_13	5979	ENSLOCG00000003304	5276274	LG13	5780	H	H
BL09013	16119279	BFL_13	5982	ENSLOCG00000004637	8879989	LG13	5813	H	H
BL09028	16358195	BFL_13	5987	ENSLOCG00000004911	9513454	LG13	5824	H	H
BL09029	16387839	BFL_13	5988	ENSLOCG00000006800	13494817	LG13	5876	H	H
BL09042	16739932	BFL_13	5992	ENSLOCG00000018098	5599094	LG13	5784	H	H
BL09053	16988635	BFL_13	5997	ENSLOCG00000001889	2638826	LG13	5745	H	H
BL09054	16991861	BFL_13	5998	ENSLOCG00000001909	2639043	LG13	5746	H	H
BL09056	17003682	BFL_13	6000	ENSLOCG00000006547	12233533	LG13	5870	H	H
BL09058	17024442	BFL_13	6002	ENSLOCG00000006565	12244607	LG13	5872	H	H
BL09064	17118278	BFL_13	6004	ENSLOCG00000000802	156940	LG13	5715	H	H
BL09069	17154582	BFL_13	6006	ENSLOCG00000001241	784351	LG13	5725	H	H
BL09071	17191870	BFL_13	6007	ENSLOCG00000005397	10196402	LG13	5840	H	H
BL09097	17871076	BFL_13	6010	ENSLOCG00000003257	5220752	LG13	5778	H	H
BL24182	18337387	BFL_13	6013	ENSLOCG00000004511	8759582	LG13	5809	H	H
BL24160	18769953	BFL_13	6022	ENSLOCG00000004666	9061064	LG13	5814	H	H
BL24156	18857874	BFL_13	6024	ENSLOCG00000006941	13596480	LG13	5882	H	H
BL24138	19157152	BFL_13	6027	ENSLOCG00000004308	7930241	LG13	5805	H	H
BL24106	20117438	BFL_13	6039	ENSLOCG00000001281	843324	LG13	5727	H	H
BL24101	20197558	BFL_13	6041	ENSLOCG00000005861	11054503	LG13	5852	H	H
BL24097	20305149	BFL_13	6044	ENSLOCG00000005885	11095924	LG13	5853	H	H
BL24085	20437333	BFL_13	6046	ENSLOCG00000006823	13519384	LG13	5877	H	H
BL24080	20523100	BFL_13	6048	ENSLOCG00000000854	158288	LG13	5716	H	H
BL09145	20614931	BFL_13	6050	ENSLOCG00000007248	13989724	LG13	5891	H	H
BL18999	21189018	BFL_13	6056	ENSLOCG00000006142	11644959	LG13	5860	H	H
BL19012	21399256	BFL_13	6060	ENSLOCG00000001927	2820284	LG13	5747	H	H
BL19017	21508860	BFL_13	6061	ENSLOCG00000004492	8748353	LG13	5808	H	H
BL19022	21587651	BFL_13	6062	ENSLOCG00000018104	10711705	LG13	5846	H	H
BL19025	21653623	BFL_13	6063	ENSLOCG00000005632	10670272	LG13	5845	H	H
BL19046	21953165	BFL_13	6069	ENSLOCG00000001864	2585165	LG13	5743	H	H
BL19063	22227673	BFL_13	6073	ENSLOCG00000004957	9568456	LG13	5827	H	H
BL24898	6434902	BFL_13	5773	ENSLOCG00000002140	3002931	LG23	5993	H	H
BL19607	9423751	BFL_13	5817	ENSLOCG00000001839	2979471	LG18	6165	H	H
BL12827	567939	BFL_13	5668	ENSLOCG00000001136	1100738	LG27	6284	H	H
BL24788	1854891	BFL_13	5693	ENSLOCG00000005694	12298477	LG27	6391	H	H
BL19055	22089412	BFL_13	6072	ENSLOCG00000006548	14321332	LG27	6409	H	H
BL24839	5347109	BFL_13	5755	ENSLOCG00000001966	2091878	LG21	6450	H	H
BL09057	17017648	BFL_13	6001	ENSLOCG00000005909	14255337	LG21	6570	H	H
BL24806	1531831	BFL_13	5685	ENSLOCG00000004355	6051645	LG20	6662	H	H
BL19537	10651917	BFL_13	5849	ENSLOCG00000005982	7825642	LG20	6711	H	H
BL09021	16239820	BFL_13	5985	ENSLOCG00000006568	9611343	LG20	6728	H	H
BL24670	4148236	BFL_13	5729	ENSLOCG00000005508	9742187	LG25	6884	H	H
BL24844	5449032	BFL_13	5757	ENSLOCG00000003927	7994131	LG25	6857	H	H
BL24918	6819809	BFL_13	5781	ENSLOCG00000001674	3258057	LG25	6818	H	H
BL12834	387737	BFL_13	5665	ENSLOCG00000008007	12903419	LG26	7049	H	H
BL19448	11504101	BFL_13	5873	ENSLOCG00000007070	11767253	LG26	7039	H	H
BL19426	11750667	BFL_13	5876	ENSLOCG00000003562	4146136	LG26	6994	H	H
BL19263	14957106	BFL_13	5938	ENSLOCG00000002408	2320850	LG26	6976	H	H
BL24105	20157716	BFL_13	6040	ENSLOCG00000007984	12900026	LG26	7048	H	H
BL24846	5455130	BFL_13	5758	ENSLOCG00000001391	551255	LG22	7072	H	H
BL19483	11191996	BFL_13	5866	ENSLOCG00000003916	4761751	LG22	7135	H	H
BL19212	15761050	BFL_13	5968	ENSLOCG00000011569	762155	LG15	7246	H	H
BL24083	20503269	BFL_13	6047	ENSLOCG00000005511	3701315	LG24	7493	H	H
BL14427	9552847	BFL_14	6204	ENSLOCG00000010207	37448506	LG4	217	P	P
BL14503	10599878	BFL_14	6232	ENSLOCG00000009569	26793598	LG4	190	P	P
BL09932	1289056	BFL_14	6088	ENSLOCG00000016634	42435446	LG1	765	P	P
BL17387	2128708	BFL_14	6099	ENSLOCG00000016916	52457564	LG1	839	P	P
BL13998	3111323	BFL_14	6112	ENSLOCG00000017210	63231204	LG1	936	P	P
BL14091	4727328	BFL_14	6143	ENSLOCG00000014290	128418	LG1	438	P	P
BL14092	4736855	BFL_14	6144	ENSLOCG00000015688	13220539	LG1	557	P	P
BL14241	5945492	BFL_14	6155	ENSLOCG00000014775	3064578	LG1	469	P	P
BL14425	9498182	BFL_14	6203	ENSLOCG00000017222	63970150	LG1	945	P	P
BL14441	9848872	BFL_14	6208	ENSLOCG00000015886	17662288	LG1	596	P	P
BL14459	10028821	BFL_14	6216	ENSLOCG00000017989	14575673	LG1	570	P	P
BL04838	13919238	BFL_14	6292	ENSLOCG00000016385	31543700	LG1	700	P	P
BL04836	14012796	BFL_14	6294	ENSLOCG00000017233	64821163	LG1	950	P	P
BL04757	15685156	BFL_14	6312	ENSLOCG00000016823	49116401	LG1	808	P	P
BL04752	15876787	BFL_14	6315	ENSLOCG00000016485	36989507	LG1	731	P	P
BL04720	16615829	BFL_14	6326	ENSLOCG00000014981	5741102	LG1	485	P	P
BL21161	21390090	BFL_14	6364	ENSLOCG00000015523	11436938	LG1	540	P	P
