MRPL3	ENSGALG00000040873.2
SULT4A1	ENSGALG00000014189.5
LOC116952818	ENSGALG00000001720.4
CNIH1	ENSGALG00000035023.2
LOC116945028	ENSGALG00000003092.5
CLPTM1L	ENSGALG00000013187.6
LOC116947081	ENSGALG00000027520.3
LOC116947153	ENSGALG00000041634.1
LOC116942992	ENSGALG00000009790.3
LOC116944811	ENSGALG00000003334.6
TYW3	ENSGALG00000032549.2
APIP	ENSGALG00000031286.2
LOC116941057	ENSGALG00000004261.5
SLC25A40	ENSGALG00000042894.2
HECTD1	ENSGALG00000009946.6
LOC116938397	ENSGALG00000006460.5
BLZF1	ENSGALG00000015225.5
STX18	ENSGALG00000015012.6
CMC2	ENSGALG00000034430.2
LOC116958045	ENSGALG00000006508.6
LOC116942587	ENSGALG00000014979.5
SLC35C2	ENSGALG00000020939.4
SOD3	ENSGALG00000018557.4
EFCC1	ENSGALG00000005024.5
LOC116955490	ENSGALG00000013803.6
LOC116947401	ENSGALG00000026182.2
LOC116949613	ENSGALG00000007752.6
LOC116953547	ENSGALG00000026850.2
LOC116954446	ENSGALG00000016147.5
LOC116945231	ENSGALG00000013971.4
LOC103091794	ENSGALG00000002550.6
LOC116952139	ENSGALG00000000223.6
LOC116939323	ENSGALG00000040464.1
LOC103091853	ENSGALG00000027907.2
INO80C	ENSGALG00000013137.5
LOC116944104	ENSGALG00000032975.1
UBA2	ENSGALG00000005006.5
UBE2F	ENSGALG00000003812.6
LOC116942169	ENSGALG00000002708.6
LOC116942206	ENSGALG00000031987.1
LOC116947154	ENSGALG00000009850.6
NCKIPSD	ENSGALG00000005713.5
DDX59	ENSGALG00000002164.5
HMBS	ENSGALG00000042939.2
LOC116949609	ENSGALG00000011894.5
LRRC32	ENSGALG00000032677.1
LOC116947877	ENSGALG00000008732.1
LOC116939725	ENSGALG00000028587.1
ADCY2	ENSGALG00000003837.4
LYRM1	ENSGALG00000002273.6
ARHGEF3	ENSGALG00000005481.3
PPAT	ENSGALG00000013728.4
NELL1	ENSGALG00000009601.6
LOC116952461	ENSGALG00000010025.5
MFSD4A	ENSGALG00000000695.5
TYMS	ENSGALG00000014897.6
LOC116943693	ENSGALG00000004958.5
LOC116943827	ENSGALG00000038733.1
SMC6	ENSGALG00000016467.6
LOC116946485	ENSGALG00000011605.5
LOC116946157	ENSGALG00000007676.6
IFT27	ENSGALG00000042990.1
LOC116955776	ENSGALG00000019355.4
LOC116948446	ENSGALG00000014371.6
LOC116950820	ENSGALG00000031164.1
PDIA6	ENSGALG00000016447.6
LOC116946492	ENSGALG00000043760.1
HDAC10	ENSGALG00000041251.2
LOC116947478	ENSGALG00000008555.5
DNAJA2	ENSGALG00000004115.6
LOC116944264	ENSGALG00000034340.1
CGGBP1	ENSGALG00000015400.4
PRUNE1	ENSGALG00000042220.2
PLPPR4	ENSGALG00000025896.2
GNG7	ENSGALG00000031980.1
TMEM38A	ENSGALG00000003778.4
LOC116950216	ENSGALG00000002579.5
TBL2	ENSGALG00000031263.2
IARS1	ENSGALG00000004813.4
UVSSA	ENSGALG00000037699.1
LOC116957836	ENSGALG00000015353.6
FBXW2	ENSGALG00000000864.5
NDUFS5	ENSGALG00000003625.5
LOC116958489	ENSGALG00000010629.5
TTC28	ENSGALG00000005676.5
RNF41	ENSGALG00000032819.2
LOC116957587	ENSGALG00000016761.3
DCP2	ENSGALG00000000215.6
LOC116944608	ENSGALG00000005135.5
SDHAF2	ENSGALG00000040632.1
USP47	ENSGALG00000005569.5
C37H17orf75	ENSGALG00000003434.5
LOC116953043	ENSGALG00000026761.2
FIG4	ENSGALG00000015070.5
ZFYVE26	ENSGALG00000028762.2
THUMPD2	ENSGALG00000009119.6
LOC116958429	ENSGALG00000008066.5
LOC116958468	ENSGALG00000012623.4
LOC116946187	ENSGALG00000015728.5
LOC116941955	ENSGALG00000027418.2
IDNK	ENSGALG00000012583.6
LOC116943205	ENSGALG00000009415.6
LOC116943124	ENSGALG00000010088.6
PYROXD2	ENSGALG00000007014.6
LOC116945647	ENSGALG00000006362.5
MAP1B	ENSGALG00000008425.5
NOCT	ENSGALG00000032957.1
LOC116949628	ENSGALG00000004929.6
LOC116944610	ENSGALG00000016890.6
ASAP2	ENSGALG00000016419.5
LOC116946677	ENSGALG00000016457.6
CLYBL	ENSGALG00000016875.5
SPG11	ENSGALG00000008180.5
LOC116955540	ENSGALG00000014955.5
LOC116940312	ENSGALG00000011109.5
EFHC2	ENSGALG00000016221.6
ABCG4	ENSGALG00000006795.6
LOC103091713	ENSGALG00000008456.6
TMEM30A	ENSGALG00000015904.4
LOC116953053	ENSGALG00000015410.6
SRRT	ENSGALG00000034032.1
PUS3	ENSGALG00000000962.6
LOC116940779	ENSGALG00000011239.6
LOC116943350	ENSGALG00000027874.2
SPTY2D1	ENSGALG00000006355.5
LOC116937878	ENSGALG00000012386.5
ASMT	ENSGALG00000016685.3
LOC116941405	ENSGALG00000007803.4
LOC116941731	ENSGALG00000006182.6
ZBTB34	ENSGALG00000023407.2
TMEM35B	ENSGALG00000002517.4
INKA1	ENSGALG00000035777.1
TSKU	ENSGALG00000000761.4
PARP12	ENSGALG00000013911.5
TBC1D32	ENSGALG00000014876.5
LOC116953355	ENSGALG00000029670.2
MID1IP1	ENSGALG00000041078.1
LOC116939979	ENSGALG00000043178.1
EFCAB6	ENSGALG00000014188.6
TTC17	ENSGALG00000039558.1
SNRPD1	ENSGALG00000041334.1
LOC116952297	ENSGALG00000005318.5
SPO11	ENSGALG00000031768.1
PIPOX	ENSGALG00000026392.2
GEN1	ENSGALG00000031032.1
MLH1	ENSGALG00000039169.1
LOC116944290	ENSGALG00000039983.1
LOC116946256	ENSGALG00000021552.2
LOC116947016	ENSGALG00000020827.3
PRRX1	ENSGALG00000003324.6
DET1	ENSGALG00000006750.5
GTF2A2	ENSGALG00000003793.6
POLL	ENSGALG00000007753.6
LOC116943469	ENSGALG00000016925.5
LOC116938985	ENSGALG00000008616.5
NOC2L	ENSGALG00000002222.4
OARD1	ENSGALG00000003228.5
LOC116940035	ENSGALG00000014213.5
PRPF4	ENSGALG00000008857.6
SLC15A2	ENSGALG00000011671.5
SRI	ENSGALG00000008985.5
LOC116939737	ENSGALG00000032776.1
LOC116952407	ENSGALG00000038217.1
LOC116947503	ENSGALG00000012865.5
CENPC	ENSGALG00000011683.5
INTS3	ENSGALG00000027046.2
LOC116946685	ENSGALG00000027151.3
RPSA	ENSGALG00000035079.2
LOC116940967	ENSGALG00000000396.6
LOC116941007	ENSGALG00000009670.5
LOC116943548	ENSGALG00000013964.5
LOC116955120	ENSGALG00000032418.2
TSNAX	ENSGALG00000037177.2
SPR	ENSGALG00000000067.5
PRPF6	ENSGALG00000006001.6
ABCB11	ENSGALG00000010891.5
LOC116955046	ENSGALG00000017370.5
LOC116938605	ENSGALG00000012480.6
LOC116948208	ENSGALG00000039163.1
ST13	ENSGALG00000012007.4
PTPA	ENSGALG00000036965.2
MSL1	ENSGALG00000030739.1
NPSR1	ENSGALG00000041820.1
NR3C2	ENSGALG00000010035.5
CHCHD2	ENSGALG00000002495.6
LOC116939967	ENSGALG00000023436.4
MIPEP	ENSGALG00000017118.5
UBA5	ENSGALG00000032382.1
RFWD3	ENSGALG00000036234.1
LOC116956063	ENSGALG00000029831.1
SNRPB	ENSGALG00000035421.2
MRM3	ENSGALG00000004799.6
LOC116950151	ENSGALG00000002618.4
PPME1	ENSGALG00000017312.4
METAP2	ENSGALG00000011377.5
FBXL12	ENSGALG00000038666.1
TMEM167B	ENSGALG00000042589.1
LOC116939079	ENSGALG00000004763.5
VGLL4	ENSGALG00000004937.5
JMJD4	ENSGALG00000005417.6
EIF3M	ENSGALG00000012109.6
LOC116940986	ENSGALG00000008415.5
LOC116944552	ENSGALG00000007478.5
BAALC	ENSGALG00000045617.1
MRPL16	ENSGALG00000029419.2
CCT8	ENSGALG00000015821.6
LOC116958209	ENSGALG00000008623.6
LOC116941237	ENSGALG00000006955.5
LOC116941273	ENSGALG00000031130.1
LOC116943737	ENSGALG00000015145.4
RPS14	ENSGALG00000004588.5
SCFD1	ENSGALG00000009916.6
USP3	ENSGALG00000003427.5
ANKRD55	ENSGALG00000014717.6
SEPSECS	ENSGALG00000014386.6
CHMP7	ENSGALG00000000409.6
KLF10	ENSGALG00000037913.1
LOC116946605	ENSGALG00000039114.1
COQ5	ENSGALG00000007185.6
NAPRT	ENSGALG00000038175.2
DAPK1	ENSGALG00000012608.5
LOC116946564	ENSGALG00000037687.2
PPHLN1	ENSGALG00000009547.6
MRM2	ENSGALG00000004238.5
UBA3	ENSGALG00000013410.5
DNAH12	ENSGALG00000005601.5
LOC116946240	ENSGALG00000008240.6
GOLGA1	ENSGALG00000001025.5
LOC116956664	ENSGALG00000041766.1
INO80D	ENSGALG00000029701.1
CIR1	ENSGALG00000014276.5
CNR1	ENSGALG00000037511.1
AP2S1	ENSGALG00000042633.1
LMF1	ENSGALG00000044187.1
LOC116939123	ENSGALG00000004397.6
DTX1	ENSGALG00000027897.2
IFT80	ENSGALG00000009559.5
LOC116940893	ENSGALG00000041907.1
LOC116940928	ENSGALG00000035539.1
ARL15	ENSGALG00000014911.5
ZNF608	ENSGALG00000005016.5
SLC25A29	ENSGALG00000011220.5
GCNT4	ENSGALG00000014944.6
RAB7A	ENSGALG00000005902.6
CCSAP	ENSGALG00000011084.6
PAX9	ENSGALG00000010114.5
LOC116943258	ENSGALG00000044519.1
FH	ENSGALG00000013165.5
NOL12	ENSGALG00000012410.4
LOC116944856	ENSGALG00000004088.5
UBR5	ENSGALG00000031282.1
GALE	ENSGALG00000004047.5
LOC116941426	ENSGALG00000037714.1
LOC116942912	ENSGALG00000009865.6
DBX1	ENSGALG00000003965.4
LOC116953036	ENSGALG00000013822.4
PHF21A	ENSGALG00000008403.6
C77H11orf54	ENSGALG00000017219.6
LOC116952187	ENSGALG00000005483.6
AVEN	ENSGALG00000009642.3
DZANK1	ENSGALG00000008731.4
SRSF3	ENSGALG00000000533.5
PSMC6	ENSGALG00000012408.6
LOC116944195	ENSGALG00000001486.6
CHCHD7	ENSGALG00000043676.2
VMA21	ENSGALG00000009065.3
STX12	ENSGALG00000000723.5
AP4B1	ENSGALG00000035295.1
CUBN	ENSGALG00000008704.5
BOLL	ENSGALG00000036160.1
LOC116943220	ENSGALG00000040776.1
CNKSR2	ENSGALG00000016391.5
PEX7	ENSGALG00000013874.5
ZUP1	ENSGALG00000014940.6
SEH1L	ENSGALG00000013872.6
KRR1	ENSGALG00000010227.6
TRMU	ENSGALG00000031922.1
LOC116954644	ENSGALG00000005675.5
LOC116955019	ENSGALG00000038241.2
NDOR1	ENSGALG00000008920.5
PRPF3	ENSGALG00000028205.2
VAMP7	ENSGALG00000007476.6
LOC116949219	ENSGALG00000005259.5
LOC116949498	ENSGALG00000013135.4
LOC116947288	ENSGALG00000008969.4
LOC116952346	ENSGALG00000005506.6
KDM1A	ENSGALG00000033469.1
PPP1R7	ENSGALG00000031766.2
VCPIP1	ENSGALG00000042883.1
LOC116953937	ENSGALG00000017031.5
NDUFAF1	ENSGALG00000008587.6
LOC116956496	ENSGALG00000013143.5
LOC116956432	ENSGALG00000010177.5
LOC116946662	ENSGALG00000007304.6
POMK	ENSGALG00000026210.3
GRHPR	ENSGALG00000005423.6
RPL27	ENSGALG00000002837.5
LOC116954815	ENSGALG00000033570.1
LOC116950661	ENSGALG00000002183.2
LOC116951959	ENSGALG00000010179.5
METTL4	ENSGALG00000014799.5
TMIE	ENSGALG00000005443.6
RBM22	ENSGALG00000004555.4
LOC116939638	ENSGALG00000008756.3
LOC116939672	ENSGALG00000035299.1
SCRT1	ENSGALG00000028912.2
NEDD8	ENSGALG00000036955.1
LOC116955190	ENSGALG00000004504.4
PKD1	ENSGALG00000005714.5
COMMD6	ENSGALG00000016922.5
ASNSD1	ENSGALG00000041666.1
ZNF622	ENSGALG00000037171.2
SCNN1B	ENSGALG00000006202.5
LOC116948975	ENSGALG00000010692.5
SVOP	ENSGALG00000034278.1
AKAP10	ENSGALG00000004679.4
RBSN	ENSGALG00000008500.5
QPCT	ENSGALG00000032440.2
RAB1A	ENSGALG00000031582.2
COG4	ENSGALG00000002603.4
MED10	ENSGALG00000028336.2
DHRS7B	ENSGALG00000004759.6
RPL15	ENSGALG00000011290.6
ADH5	ENSGALG00000012245.6
NISCH	ENSGALG00000043825.1
LOC116952798	ENSGALG00000008294.5
LOC116954185	ENSGALG00000034166.1
PIP4P2	ENSGALG00000029571.2
HMGCR	ENSGALG00000014948.6
TMEM161B	ENSGALG00000010896.5
LOC116939395	ENSGALG00000037257.1
MRPL4	ENSGALG00000034194.2
ARL6	ENSGALG00000019215.5
GCK	ENSGALG00000032150.1
LOC116940670	ENSGALG00000031534.1
PHB	ENSGALG00000038604.2
TMEM237	ENSGALG00000008381.6
TMC3	ENSGALG00000006376.5
SNAPC1	ENSGALG00000011868.5
NDUFAF7	ENSGALG00000010609.6
NEK9	ENSGALG00000010314.5
LOC116940610	ENSGALG00000007791.6
STK10	ENSGALG00000008318.5
TMEM108	ENSGALG00000036412.2
LOC116949381	ENSGALG00000009895.5
LOC116939057	ENSGALG00000011684.4
LRP2BP	ENSGALG00000045063.1
LOC103091796	ENSGALG00000007466.5
FAM91A1	ENSGALG00000035478.1
LOC116950504	ENSGALG00000033204.1
LOC116955783	ENSGALG00000011875.5
NFYC	ENSGALG00000003189.6
MOCS1	ENSGALG00000010051.5
PRDM8	ENSGALG00000038372.1
ERCC6	ENSGALG00000006254.5
LOC116953000	ENSGALG00000032763.2
LOC116955839	ENSGALG00000015730.4
LOC116955849	ENSGALG00000031560.1
LOC116943591	ENSGALG00000029429.2
LOC116943628	ENSGALG00000009913.6
DPY30	ENSGALG00000010621.4
ADCK1	ENSGALG00000010504.5
LOC116938748	ENSGALG00000041568.1
LOC116938792	ENSGALG00000009135.5
WDR73	ENSGALG00000041082.2
CAPN15	ENSGALG00000002018.6
LOC116953412	ENSGALG00000021634.4
LOC116953306	ENSGALG00000013710.5
LOC116948831	ENSGALG00000010109.5
LOC116944247	ENSGALG00000013225.5
LOC116945158	ENSGALG00000012680.5
HS1BP3	ENSGALG00000016486.5
KAT2B	ENSGALG00000011278.5
TMEM97	ENSGALG00000005702.5
WDR45	ENSGALG00000001563.2
SLC2A11	ENSGALG00000005778.6
LOC116954145	ENSGALG00000002467.4
TP53RK	ENSGALG00000004469.5
LOC116958768	ENSGALG00000027138.2
CFAP69	ENSGALG00000009026.6
LOC116948608	ENSGALG00000000525.5
LOC116952935	ENSGALG00000015297.5
LOC116953196	ENSGALG00000001157.6
LOC116953184	ENSGALG00000007038.4
GOLGA7	ENSGALG00000031372.1
LOC116948936	ENSGALG00000005846.5
ATP6AP1	ENSGALG00000008836.6
DCAF12	ENSGALG00000005800.5
ETFA	ENSGALG00000002925.6
LOC116939970	ENSGALG00000012947.6
LOC116945836	ENSGALG00000001550.5
LOC116940580	ENSGALG00000023415.2
LOC116949559	ENSGALG00000005293.4
LOC116956478	ENSGALG00000036502.1
LOC116942431	ENSGALG00000002260.4
LOC116946558	ENSGALG00000002319.5
LOC116954614	ENSGALG00000010081.6
LOC116955069	ENSGALG00000038634.1
SNRNP200	ENSGALG00000031298.2
DRC1	ENSGALG00000016591.6
LOC116950312	ENSGALG00000001110.5
MTMR14	ENSGALG00000006601.5
LOC116942090	ENSGALG00000000751.6
GOT1	ENSGALG00000007484.5
HAAO	ENSGALG00000009926.5
LOC116949535	ENSGALG00000003562.5
SDK2	ENSGALG00000031895.2
ITGB4	ENSGALG00000002389.5
ANKRD27	ENSGALG00000004671.5
ZC3H3	ENSGALG00000043265.1
SOD1	ENSGALG00000015844.6
AURKAIP1	ENSGALG00000001555.6
CBX1	ENSGALG00000033926.1
CCDC12	ENSGALG00000005487.5
LOC116944245	ENSGALG00000004729.5
ZDHHC3	ENSGALG00000029266.1
COMMD10	ENSGALG00000002308.4
LOC116938351	ENSGALG00000040739.2
MNS1	ENSGALG00000013893.6
TMEM98	ENSGALG00000031762.1
LOC116945970	ENSGALG00000004903.5
LOC116946013	ENSGALG00000043015.1
OXLD1	ENSGALG00000039263.1
MGME1	ENSGALG00000008698.6
IRF2BP2	ENSGALG00000041616.1
PSMA1	ENSGALG00000006022.6
LOC116944074	ENSGALG00000012888.5
LOC116944115	ENSGALG00000004285.3
MCM10	ENSGALG00000034198.1
IFT81	ENSGALG00000003854.4
MCCC1	ENSGALG00000008785.3
SLC45A3	ENSGALG00000000703.5
LOC116950308	ENSGALG00000008238.5
ACTN2	ENSGALG00000014463.6
B3GNT5	ENSGALG00000032526.1
RPS10	ENSGALG00000002813.5
KCMF1	ENSGALG00000015391.5
LBX2	ENSGALG00000034189.1
ILKAP	ENSGALG00000006253.5
NDUFA9	ENSGALG00000017282.4
NFXL1	ENSGALG00000014138.5
TIMM22	ENSGALG00000004383.4
RMDN1	ENSGALG00000031248.2
LOC116939433	ENSGALG00000006036.5
MOSPD2	ENSGALG00000016568.6
SLC15A5	ENSGALG00000013097.6
TXNDC9	ENSGALG00000032090.1
CIP2A	ENSGALG00000015360.5
REV3L	ENSGALG00000015033.5
ANAPC7	ENSGALG00000003826.4
FAM193A	ENSGALG00000015667.5
TMEM189	ENSGALG00000026906.2
TTC19	ENSGALG00000004416.5
LOC116937996	ENSGALG00000028153.3
LOC116941658	ENSGALG00000045232.1
LOC116950517	ENSGALG00000030475.1
GPN2	ENSGALG00000027909.2
LOC116953416	ENSGALG00000015843.5
MPC1	ENSGALG00000011483.6
LOC116954499	ENSGALG00000009192.5
ATG13	ENSGALG00000008347.5
LOC116947269	ENSGALG00000041216.1
DDHD1	ENSGALG00000012426.5
RAB39B	ENSGALG00000040784.1
PIGX	ENSGALG00000006408.6
LOC103091806	ENSGALG00000011171.6
TDP1	ENSGALG00000010669.5
LOC116941740	ENSGALG00000002282.3
OTUD6B	ENSGALG00000041337.1
UNC93A	ENSGALG00000011341.6
LOC116958263	ENSGALG00000040730.1
LOC116944233	ENSGALG00000026258.2
LOC116954049	ENSGALG00000004058.5
LOC116949590	ENSGALG00000004860.3
STXBP4	ENSGALG00000002111.6
RPS6KA5	ENSGALG00000030580.1
RNF113A	ENSGALG00000000538.5
TINAGL1	ENSGALG00000017715.5
LOC116955556	ENSGALG00000015776.4
FGA	ENSGALG00000009266.5
MED31	ENSGALG00000030401.2
GOLGA4	ENSGALG00000041114.1
LOC116946477	ENSGALG00000016299.3
LOC116949545	ENSGALG00000003675.6
EBAG9	ENSGALG00000036293.2
LOC116947331	ENSGALG00000009538.5
CCDC124	ENSGALG00000030992.1
LOC116940061	ENSGALG00000029618.2
LOC116950545	ENSGALG00000009061.5
UROD	ENSGALG00000010219.5
GNL2	ENSGALG00000001973.4
LOC116948817	ENSGALG00000026146.3
IARS2	ENSGALG00000009566.6
SLC35B2	ENSGALG00000010174.6
PORCN	ENSGALG00000031419.1
DHX57	ENSGALG00000041558.2
LOC116943200	ENSGALG00000009900.6
LOC116944278	ENSGALG00000031896.1
UBR2	ENSGALG00000009906.6
NELFA	ENSGALG00000015699.3
LOC116954220	ENSGALG00000032830.1
PPP1R10	ENSGALG00000037845.1
NUP205	ENSGALG00000011662.6
NKX1	ENSGALG00000035650.2
UTP6	ENSGALG00000003260.6
LOC116950086	ENSGALG00000017358.5
LOC116951827	ENSGALG00000005416.4
BBS2	ENSGALG00000042415.2
LOC116943308	ENSGALG00000010169.4
MGST1	ENSGALG00000013098.5
LOC116945637	ENSGALG00000012913.6
LOC116950757	ENSGALG00000004103.5
LOC116956941	ENSGALG00000003819.5
TMEM240	ENSGALG00000035387.1
KMO	ENSGALG00000007503.5
LOC116936843	ENSGALG00000001793.6
REC114	ENSGALG00000044207.1
LOC116940900	ENSGALG00000000613.5
HIF1AN	ENSGALG00000005698.5
PCDH15	ENSGALG00000002744.6
LOC116944910	ENSGALG00000004700.5
LOC116951045	ENSGALG00000010596.5
LOC116952979	ENSGALG00000026981.2
DALRD3	ENSGALG00000036976.1
CTSB	ENSGALG00000030016.2
LRCH1	ENSGALG00000016990.5
SETD6	ENSGALG00000002247.5
LOC116946107	ENSGALG00000029817.1
WARS2	ENSGALG00000014772.5
SNAPIN	ENSGALG00000026796.3
LOC116958296	ENSGALG00000026862.3
EGFLAM	ENSGALG00000003726.5
LOC116942932	ENSGALG00000020139.5
LOC116951349	ENSGALG00000027146.2
LOC116951830	ENSGALG00000003914.5
DAGLA	ENSGALG00000036492.1
ECHDC3	ENSGALG00000006690.5
HAT1	ENSGALG00000009525.6
LOC116948619	ENSGALG00000031702.1
JAZF1	ENSGALG00000030455.1
ABHD12	ENSGALG00000008525.5
FBLN7	ENSGALG00000046358.1
LOC116943641	ENSGALG00000025899.2
LOC116957156	ENSGALG00000002897.6
NSA2	ENSGALG00000014942.6
LOC116953652	ENSGALG00000044383.1
LOC116955040	ENSGALG00000001741.5
DPH7	ENSGALG00000008750.5
COMMD9	ENSGALG00000034859.1
AATF	ENSGALG00000005420.6
DROSHA	ENSGALG00000012916.6
LOC116939504	ENSGALG00000033517.1
LOC116949399	ENSGALG00000001753.5
LOC116949438	ENSGALG00000042031.1
LOC116939019	ENSGALG00000001374.6
WDR33	ENSGALG00000002043.6
SPATA20	ENSGALG00000006857.5
PXK	ENSGALG00000007052.5
SRA1	ENSGALG00000040453.1
ZNF106	ENSGALG00000009081.6
LOC116950889	ENSGALG00000010592.5
LOC116953916	ENSGALG00000033675.1
RAD51B	ENSGALG00000009491.5
ZFYVE21	ENSGALG00000011534.6
LOC103091711	ENSGALG00000012973.5
HMCN1	ENSGALG00000031129.1
LOC116937024	ENSGALG00000024039.3
LOC116952767	ENSGALG00000046159.1
PIGA	ENSGALG00000016559.4
CTC1	ENSGALG00000032036.1
LOC116938455	ENSGALG00000039071.1
SLC3A1	ENSGALG00000009973.5
TATDN1	ENSGALG00000041072.2
SEL1L3	ENSGALG00000039549.1
PSMG4	ENSGALG00000042232.1
GCG	ENSGALG00000011104.6
SYF2	ENSGALG00000013639.4
LOC116937440	ENSGALG00000002507.6
MRPL41	ENSGALG00000008746.3
ATXN1	ENSGALG00000012709.5
MARVELD2	ENSGALG00000027140.2
C5H12orf65	ENSGALG00000029390.2
CCNC	ENSGALG00000015471.5
LOC116942917	ENSGALG00000011881.5
PRMT9	ENSGALG00000010022.4
SEC23IP	ENSGALG00000009466.6
LOC116947797	ENSGALG00000008254.5
LOC116940009	ENSGALG00000012638.5
LOC116940973	ENSGALG00000015164.5
LOC116938055	ENSGALG00000007324.6
DOCK9	ENSGALG00000016883.5
ANKRD28	ENSGALG00000011226.5
ATP5PO	ENSGALG00000041812.2
ATG10	ENSGALG00000027714.3
PRPF19	ENSGALG00000040048.2
LOC116941536	ENSGALG00000015951.5
LOC116939263	ENSGALG00000003194.3
TMTC4	ENSGALG00000016870.5
LOC116956448	ENSGALG00000017089.4
LOC116941607	ENSGALG00000042652.2
PTK7	ENSGALG00000008609.5
OAF	ENSGALG00000006715.5
ST14	ENSGALG00000001331.5
LOC116944319	ENSGALG00000001976.5
LOC116948635	ENSGALG00000012470.4
RBM19	ENSGALG00000008289.5
IVD	ENSGALG00000040267.1
DNAJB11	ENSGALG00000006564.6
SLC30A5	ENSGALG00000014787.6
NOL6	ENSGALG00000030730.1
LOC116945508	ENSGALG00000035282.1
LOC116947467	ENSGALG00000011221.5
LOC116940054	ENSGALG00000034225.2
LOC116957114	ENSGALG00000032836.1
CFAP300	ENSGALG00000017189.5
LOC116958117	ENSGALG00000004493.6
MED8	ENSGALG00000009993.5
LOC116950996	ENSGALG00000017462.5
MZB1	ENSGALG00000044427.1
LOC116954201	ENSGALG00000004756.5
PPP4R1	ENSGALG00000032092.1
TXNL4B	ENSGALG00000015327.5
RRS1	ENSGALG00000030890.1
LOC116953578	ENSGALG00000002000.5
LOC116953634	ENSGALG00000000220.5
CHURC1	ENSGALG00000042309.1
LOC116958527	ENSGALG00000007562.5
LOC116947957	ENSGALG00000012971.6
TMEM174	ENSGALG00000015021.3
STIL	ENSGALG00000010478.5
LOC116938868	ENSGALG00000017395.7
LOC116938296	ENSGALG00000011141.6
RPS27A	ENSGALG00000036790.2
EAPP	ENSGALG00000010007.5
CFAP251	ENSGALG00000004365.6
PKHD1L1	ENSGALG00000042136.2
LOC116942601	ENSGALG00000034610.1
SHCBP1	ENSGALG00000004444.5
CTBP1	ENSGALG00000039942.1
LOC116958153	ENSGALG00000016791.5
PPIL1	ENSGALG00000034630.2
TMEM199	ENSGALG00000023757.3
FLOT2	ENSGALG00000031216.2
LOC116938613	ENSGALG00000012075.5
LOC116944855	ENSGALG00000003928.5
RARS2	ENSGALG00000015806.6
LOC116953311	ENSGALG00000014917.5
USP34	ENSGALG00000004455.6
LACTB2	ENSGALG00000038745.2
LOC116941588	ENSGALG00000042182.1
SOAT1	ENSGALG00000004205.5
LOC116947875	ENSGALG00000010589.5
STX1A	ENSGALG00000041722.1
TRNT1	ENSGALG00000017368.5
TOMM6	ENSGALG00000043002.1
LOC116952521	ENSGALG00000004346.5
LOC116952444	ENSGALG00000006094.5
MFRP	ENSGALG00000032979.1
RSU1	ENSGALG00000040891.2
LOC116937228	ENSGALG00000006697.4
POLR2A	ENSGALG00000004947.5
CDC45	ENSGALG00000001616.5
VWA8	ENSGALG00000016955.5
FASTK	ENSGALG00000033058.2
TMEM243	ENSGALG00000006633.4
GPR143	ENSGALG00000016615.5
LSM12	ENSGALG00000039803.1
MYOC	ENSGALG00000021074.5
LDB3	ENSGALG00000001977.6
LOC116951920	ENSGALG00000010101.5
TMEM59	ENSGALG00000010746.5
REXO1	ENSGALG00000001043.5
LOC116951246	ENSGALG00000008280.6
RCL1	ENSGALG00000015024.5
LOC116942532	ENSGALG00000015259.6
SMARCE1	ENSGALG00000003882.6
GHITM	ENSGALG00000021262.5
GTF2E2	ENSGALG00000010283.5
LOC116956008	ENSGALG00000028465.2
C5H12orf49	ENSGALG00000031821.1
TMEM208	ENSGALG00000040878.2
LOC116957209	ENSGALG00000042400.1
LOC116952059	ENSGALG00000003128.5
LOC116952081	ENSGALG00000012703.5
SCAPER	ENSGALG00000002883.6
PRPSAP2	ENSGALG00000005064.6
LOC116948375	ENSGALG00000012464.1
COMMD7	ENSGALG00000006630.5
TMED2	ENSGALG00000003307.3
SARDH	ENSGALG00000002855.5
LOC116955661	ENSGALG00000013627.6
SHROOM2	ENSGALG00000030802.1
NDUFA10	ENSGALG00000004302.4
PHB2	ENSGALG00000014567.6
NSUN5	ENSGALG00000000891.5
LOC116952551	ENSGALG00000016878.4
LOC116944875	ENSGALG00000002182.5
LOC116953163	ENSGALG00000034474.1
ACSS3	ENSGALG00000010940.5
LOC116957544	ENSGALG00000015078.5
LOC116947878	ENSGALG00000041034.2
LOC116943647	ENSGALG00000007530.4
LOC116945114	ENSGALG00000035932.2
LOC116939719	ENSGALG00000031266.2
LOC116955550	ENSGALG00000014963.5
LOC116937593	ENSGALG00000029678.2
SMS	ENSGALG00000016379.6
LGI1	ENSGALG00000031720.1
SPRYD3	ENSGALG00000031222.1
RPL36	ENSGALG00000000474.6
LOC116953529	ENSGALG00000014923.5
RPL35	ENSGALG00000035677.2
LOC116944846	ENSGALG00000036871.1
KARS1	ENSGALG00000000907.6
GALR1	ENSGALG00000003425.4
SLC66A2	ENSGALG00000043150.1
LOC116947836	ENSGALG00000008165.5
NUP214	ENSGALG00000041111.2
LOC116957477	ENSGALG00000011805.5
MTG2	ENSGALG00000005164.5
LOC116946559	ENSGALG00000002249.5
PID1	ENSGALG00000002963.4
LOC116953211	ENSGALG00000028250.2
CACYBP	ENSGALG00000004554.6
ORC3	ENSGALG00000015800.6
MVD	ENSGALG00000007267.5
SPARC	ENSGALG00000004184.6
