EA44645	ENSGALG00000032763.2
EA80484	ENSGALG00000041086.2
EA40082	ENSGALG00000012254.5
EA01158	ENSGALG00000002581.6
EA30841	ENSGALG00000009154.6
EA80745	ENSGALG00000038338.2
EA67565	ENSGALG00000007044.5
EA66527	ENSGALG00000030739.1
EA14815	ENSGALG00000012576.5
EA17511	ENSGALG00000027887.3
EA61053	ENSGALG00000044452.1
EA19512	ENSGALG00000020417.6
EA18416	ENSGALG00000010996.6
EA50343	ENSGALG00000013505.6
EA18971	ENSGALG00000043593.1
EA52876	ENSGALG00000015422.6
EA53449	ENSGALG00000003294.6
EA53316	ENSGALG00000003277.5
EA78170	ENSGALG00000028471.3
EA27107	ENSGALG00000001611.5
EA51448	ENSGALG00000007267.5
EA16840	ENSGALG00000002165.5
EA63839	ENSGALG00000004885.6
EA71733	ENSGALG00000015080.6
EA77811	ENSGALG00000001534.5
EA76611	ENSGALG00000001857.5
EA79220	ENSGALG00000014555.4
EA79507	ENSGALG00000006309.5
EA11853	ENSGALG00000009747.5
EA11209	ENSGALG00000012768.4
EA03152	ENSGALG00000023749.3
EA03661	ENSGALG00000013094.5
EA51134	ENSGALG00000027629.2
EA65200	ENSGALG00000012692.5
EA22859	ENSGALG00000014768.4
EA22336	ENSGALG00000003446.6
EA43192	ENSGALG00000007697.5
EA19809	ENSGALG00000009612.5
EA05541	ENSGALG00000016929.5
EA65386	ENSGALG00000000273.5
EA49541	ENSGALG00000009305.5
EA44218	ENSGALG00000035760.1
EA16554	ENSGALG00000023542.3
EA17488	ENSGALG00000002929.5
EA13317	ENSGALG00000001329.5
EA62912	ENSGALG00000034358.2
EA36309	ENSGALG00000001331.5
EA40549	ENSGALG00000039611.1
EA40988	ENSGALG00000002728.3
EA58480	ENSGALG00000038629.1
EA81256	ENSGALG00000005002.6
EA21350	ENSGALG00000014267.5
EA21375	ENSGALG00000016574.6
EA49128	ENSGALG00000012425.5
EA22443	ENSGALG00000042837.2
EA21076	ENSGALG00000041790.1
EA60937	ENSGALG00000005779.5
EA61039	ENSGALG00000031263.2
EA81492	ENSGALG00000003937.5
EA11943	ENSGALG00000009619.5
EA29239	ENSGALG00000013430.6
EA65636	ENSGALG00000025819.3
EA64685	ENSGALG00000007673.6
EA22184	ENSGALG00000035557.2
EA15703	ENSGALG00000016859.6
EA03964	ENSGALG00000006856.5
EA24425	ENSGALG00000031212.1
EA41088	ENSGALG00000014957.6
EA05243	ENSGALG00000001540.4
EA82644	ENSGALG00000023571.2
EA09004	ENSGALG00000033149.1
EA82897	ENSGALG00000001513.6
EA22319	ENSGALG00000015036.5
EA29686	ENSGALG00000027068.2
EA43370	ENSGALG00000045310.1
EA02350	ENSGALG00000035932.2
EA78657	ENSGALG00000017316.4
EA54075	ENSGALG00000033079.1
EA53207	ENSGALG00000037854.1
EA21365	ENSGALG00000011414.4
EA66393	ENSGALG00000021552.2
EA79725	ENSGALG00000006132.6
EA44677	ENSGALG00000044248.1
EA38659	ENSGALG00000014970.6
EA74957	ENSGALG00000026536.3
EA76047	ENSGALG00000005867.5
EA76730	ENSGALG00000041123.1
EA28385	ENSGALG00000008421.6
EA25291	ENSGALG00000011469.5
EA39038	ENSGALG00000033920.1
EA36462	ENSGALG00000017384.5
EA46196	ENSGALG00000014391.6
EA52455	ENSGALG00000007300.6
EA82254	ENSGALG00000013265.5
EA65552	ENSGALG00000007579.5
EA20141	ENSGALG00000009645.5
EA54562	ENSGALG00000028568.1
EA07047	ENSGALG00000006695.5
EA42905	ENSGALG00000039964.1
EA61340	ENSGALG00000005204.5
EA64864	ENSGALG00000000540.5
EA66019	ENSGALG00000029537.2
EA39247	ENSGALG00000012987.5
EA29711	ENSGALG00000038260.1
EA54045	ENSGALG00000015876.5
EA57083	ENSGALG00000039646.1
EA66671	ENSGALG00000037394.1
EA23267	ENSGALG00000003355.5
EA22351	ENSGALG00000001364.5
EA03141	ENSGALG00000028423.3
EA30217	ENSGALG00000000510.4
EA25869	ENSGALG00000029687.1
EA54464	ENSGALG00000025738.2
EA17371	ENSGALG00000027046.2
EA38434	ENSGALG00000010570.5
EA70166	ENSGALG00000017627.6
EA20811	ENSGALG00000035641.1
EA68407	ENSGALG00000005749.5
EA68432	ENSGALG00000005839.5
EA53434	ENSGALG00000011914.5
EA07681	ENSGALG00000014899.5
EA66853	ENSGALG00000031147.1
EA38572	ENSGALG00000014038.6
EA48140	ENSGALG00000001619.5
EA35727	ENSGALG00000008786.6
EA00141	ENSGALG00000008070.5
EA14185	ENSGALG00000007199.4
EA58719	ENSGALG00000011967.6
EA36452	ENSGALG00000010023.6
EA74510	ENSGALG00000011881.5
EA25891	ENSGALG00000039269.1
EA46834	ENSGALG00000007912.5
EA47636	ENSGALG00000031754.1
EA59293	ENSGALG00000001711.6
EA84819	ENSGALG00000037148.1
EA25737	ENSGALG00000011234.4
EA47101	ENSGALG00000042797.2
EA20126	ENSGALG00000015809.3
EA14342	ENSGALG00000016477.5
EA80020	ENSGALG00000007181.3
EA20079	ENSGALG00000016769.6
EA84297	ENSGALG00000036871.1
EA12523	ENSGALG00000008123.5
EA50844	ENSGALG00000037289.1
EA64040	ENSGALG00000002095.2
EA12713	ENSGALG00000008188.5
EA26494	ENSGALG00000001472.4
EA08074	ENSGALG00000016523.4
EA46418	ENSGALG00000008383.5
EA39530	ENSGALG00000019178.4
EA04344	ENSGALG00000029150.3
EA69473	ENSGALG00000024298.3
EA71520	ENSGALG00000001788.6
EA55378	ENSGALG00000013708.4
EA00359	ENSGALG00000007115.5
EA68894	ENSGALG00000033232.2
EA36033	ENSGALG00000036082.1
EA66858	ENSGALG00000031635.1
EA61237	ENSGALG00000034099.1
EA43616	ENSGALG00000006486.5
EA48713	ENSGALG00000009566.6
EA05712	ENSGALG00000002053.4
EA49164	ENSGALG00000001632.4
EA17477	ENSGALG00000042082.1
EA13838	ENSGALG00000002319.5
EA24708	ENSGALG00000010208.5
EA27708	ENSGALG00000002786.6
EA43850	ENSGALG00000000734.5
EA03159	ENSGALG00000003935.5
EA02473	ENSGALG00000006094.5
EA72939	ENSGALG00000012218.5
EA11505	ENSGALG00000010783.3
EA67389	ENSGALG00000038102.1
EA45150	ENSGALG00000012033.5
EA40438	ENSGALG00000006043.4
EA79506	ENSGALG00000005385.6
EA16054	ENSGALG00000008549.6
EA06716	ENSGALG00000020322.4
EA74950	ENSGALG00000009442.4
EA85060	ENSGALG00000016833.5
EA72669	ENSGALG00000008956.5
EA32026	ENSGALG00000016728.5
EA24702	ENSGALG00000015348.5
EA34403	ENSGALG00000002424.6
EA34896	ENSGALG00000010879.6
EA45944	ENSGALG00000009502.5
EA07552	ENSGALG00000017137.3
EA73522	ENSGALG00000002583.4
EA28884	ENSGALG00000005297.3
EA36908	ENSGALG00000009153.6
EA03708	ENSGALG00000013244.5
EA73252	ENSGALG00000042170.1
EA16440	ENSGALG00000015612.5
EA27927	ENSGALG00000012207.5
EA82258	ENSGALG00000004505.5
EA18463	ENSGALG00000006153.5
EA49465	ENSGALG00000035752.1
EA12178	ENSGALG00000008081.5
EA56280	ENSGALG00000037797.1
EA66477	ENSGALG00000007559.5
EA67785	ENSGALG00000026225.3
EA35277	ENSGALG00000040864.1
EA75520	ENSGALG00000001872.3
EA44546	ENSGALG00000015385.5
EA19666	ENSGALG00000007435.5
EA70042	ENSGALG00000001838.5
EA03937	ENSGALG00000026958.2
EA06915	ENSGALG00000036742.1
EA48366	ENSGALG00000008812.6
EA31750	ENSGALG00000026137.3
EA31388	ENSGALG00000014226.5
EA64276	ENSGALG00000006372.5
EA45014	ENSGALG00000015831.5
EA50038	ENSGALG00000002244.5
EA43921	ENSGALG00000012715.5
EA22713	ENSGALG00000033888.1
EA38589	ENSGALG00000009553.6
EA48802	ENSGALG00000009298.5
EA09417	ENSGALG00000028709.2
EA02230	ENSGALG00000003575.4
EA02142	ENSGALG00000006427.6
EA71273	ENSGALG00000015608.4
EA38773	ENSGALG00000009560.3
EA44387	ENSGALG00000009983.5
EA09232	ENSGALG00000011646.6
EA10365	ENSGALG00000003906.5
EA60044	ENSGALG00000004683.5
EA46609	ENSGALG00000006392.3
EA62816	ENSGALG00000005494.5
EA45700	ENSGALG00000026796.3
EA41857	ENSGALG00000001692.5
EA85045	ENSGALG00000027231.3
EA26020	ENSGALG00000011744.6
EA26136	ENSGALG00000012061.5
EA79405	ENSGALG00000005670.6
EA79580	ENSGALG00000000374.5
EA06869	ENSGALG00000006712.4
EA58457	ENSGALG00000009492.5
EA69389	ENSGALG00000038954.1
EA43015	ENSGALG00000003584.3
EA02786	ENSGALG00000004871.6
EA04794	ENSGALG00000003517.6
EA05236	ENSGALG00000005439.5
EA54748	ENSGALG00000036364.2
EA46538	ENSGALG00000030209.2
EA17472	ENSGALG00000015352.6
EA84460	ENSGALG00000001182.5
EA19598	ENSGALG00000002837.5
EA64295	ENSGALG00000006631.6
EA54932	ENSGALG00000001183.5
EA35221	ENSGALG00000010140.6
EA84042	ENSGALG00000016577.6
EA54829	ENSGALG00000038425.1
EA13352	ENSGALG00000005337.6
EA06493	ENSGALG00000007101.6
EA77319	ENSGALG00000033083.1
EA60822	ENSGALG00000010618.3
EA76503	ENSGALG00000042400.1
EA26215	ENSGALG00000010960.5
EA41008	ENSGALG00000001491.5
EA16575	ENSGALG00000042839.2
EA13442	ENSGALG00000042308.2
EA25350	ENSGALG00000012570.5
EA59155	ENSGALG00000043920.1
EA59428	ENSGALG00000007864.5
EA69647	ENSGALG00000015538.5
EA39734	ENSGALG00000024039.3
EA53814	ENSGALG00000006110.6
EA79054	ENSGALG00000008487.5
EA20578	ENSGALG00000041400.2
EA57955	ENSGALG00000005401.6
EA69817	ENSGALG00000007007.6
EA00199	ENSGALG00000028473.3
EA02325	ENSGALG00000004500.5
EA64954	ENSGALG00000003107.5
EA38338	ENSGALG00000001429.6
EA09576	ENSGALG00000028254.2
EA46875	ENSGALG00000015580.5
EA06671	ENSGALG00000017053.6
EA15511	ENSGALG00000012886.6
EA83118	ENSGALG00000006040.6
EA43629	ENSGALG00000007093.6
EA26642	ENSGALG00000030054.1
EA20441	ENSGALG00000016615.5
EA52646	ENSGALG00000030099.2
EA31708	ENSGALG00000010869.5
EA66878	ENSGALG00000007926.6
EA01908	ENSGALG00000039924.1
EA05010	ENSGALG00000006165.7
EA73687	ENSGALG00000032690.2
EA84303	ENSGALG00000008838.5
EA51337	ENSGALG00000040068.1
EA49954	ENSGALG00000010197.5
EA24168	ENSGALG00000035203.2
EA16357	ENSGALG00000028744.3
EA06145	ENSGALG00000005891.5
EA14158	ENSGALG00000039417.1
EA62060	ENSGALG00000009689.6
EA53093	ENSGALG00000011091.5
EA34284	ENSGALG00000038290.2
EA79420	ENSGALG00000015480.5
EA14727	ENSGALG00000015753.5
EA17476	ENSGALG00000000812.5
EA62791	ENSGALG00000003854.4
EA70435	ENSGALG00000003691.6
EA76407	ENSGALG00000035596.2
EA14224	ENSGALG00000012882.4
EA36024	ENSGALG00000000619.5
EA49443	ENSGALG00000007533.5
EA49144	ENSGALG00000035506.2
EA46860	ENSGALG00000035882.1
EA05472	ENSGALG00000039001.1
EA10868	ENSGALG00000028363.3
EA74991	ENSGALG00000030140.2
EA11892	ENSGALG00000014974.5
EA05358	ENSGALG00000014103.5
EA69261	ENSGALG00000015164.5
EA49723	ENSGALG00000007792.5
EA10131	ENSGALG00000041193.2
EA83653	ENSGALG00000037360.2
EA05482	ENSGALG00000038649.2
EA62417	ENSGALG00000004179.6
EA59757	ENSGALG00000031917.1
EA55002	ENSGALG00000013196.5
EA85783	ENSGALG00000041202.1
EA69089	ENSGALG00000012386.5
EA12147	ENSGALG00000011565.6
EA27547	ENSGALG00000002945.6
EA15434	ENSGALG00000003505.4
EA15168	ENSGALG00000012139.6
EA51439	ENSGALG00000008163.5
EA21227	ENSGALG00000010744.5
EA22414	ENSGALG00000024271.4
EA43088	ENSGALG00000016624.5
EA06401	ENSGALG00000015253.5
EA07108	ENSGALG00000028658.2
EA71872	ENSGALG00000010464.5
EA39689	ENSGALG00000010681.6
EA18450	ENSGALG00000036437.2
EA42157	ENSGALG00000012640.1
EA23014	ENSGALG00000000668.5
EA24017	ENSGALG00000000086.3
EA62159	ENSGALG00000011202.5
EA80728	ENSGALG00000016886.5
EA55233	ENSGALG00000007237.6
EA03169	ENSGALG00000008108.4
EA09399	ENSGALG00000004018.5
EA13800	ENSGALG00000012827.6
EA48249	ENSGALG00000042508.1
EA28193	ENSGALG00000001110.5
EA50169	ENSGALG00000002591.6
EA26030	ENSGALG00000010177.5
EA48764	ENSGALG00000016186.5
EA82604	ENSGALG00000013376.5
EA28427	ENSGALG00000010227.6
EA65561	ENSGALG00000020869.5
EA04915	ENSGALG00000040729.2
EA29976	ENSGALG00000032420.2
EA23651	ENSGALG00000011409.6
EA24045	ENSGALG00000005840.7
EA22168	ENSGALG00000030550.2
EA72090	ENSGALG00000005330.5
EA72138	ENSGALG00000002014.2
EA47504	ENSGALG00000012916.6
EA47682	ENSGALG00000029596.2
EA30403	ENSGALG00000030139.1
EA00667	ENSGALG00000038722.1
EA31886	ENSGALG00000040905.2
EA16285	ENSGALG00000030162.1
EA27538	ENSGALG00000002470.6
EA55000	ENSGALG00000010165.5
EA51411	ENSGALG00000009847.5
EA75185	ENSGALG00000005419.5
EA75157	ENSGALG00000032002.2
EA48735	ENSGALG00000043081.2
EA14657	ENSGALG00000002603.4
EA14862	ENSGALG00000002663.5
EA18631	ENSGALG00000009538.5
EA14136	ENSGALG00000028167.3
EA53868	ENSGALG00000027152.2
EA57113	ENSGALG00000003995.6
EA26841	ENSGALG00000008591.5
EA30258	ENSGALG00000015351.5
EA19130	ENSGALG00000017092.5
EA21281	ENSGALG00000014336.4
EA30124	ENSGALG00000005412.6
EA19223	ENSGALG00000003738.6
EA00312	ENSGALG00000005118.5
EA03843	ENSGALG00000009601.6
EA74338	ENSGALG00000003832.5
EA50738	ENSGALG00000010030.5
EA23882	ENSGALG00000000247.4
EA17945	ENSGALG00000004628.5
EA23434	ENSGALG00000006407.5
EA33353	ENSGALG00000010195.5
EA35117	ENSGALG00000002316.3
EA64387	ENSGALG00000004714.5
EA16360	ENSGALG00000001782.6
EA33450	ENSGALG00000014712.5
EA31311	ENSGALG00000027714.3
EA74206	ENSGALG00000028340.2
EA75483	ENSGALG00000008503.5
EA59341	ENSGALG00000039238.2
EA25610	ENSGALG00000004106.5
EA18266	ENSGALG00000008538.6
EA48323	ENSGALG00000013397.6
EA32431	ENSGALG00000031980.1
EA03979	ENSGALG00000038865.1
EA08991	ENSGALG00000038022.2
EA06749	ENSGALG00000016052.5
EA07772	ENSGALG00000015874.5
EA52812	ENSGALG00000042798.1
EA67689	ENSGALG00000001901.5
EA64238	ENSGALG00000031439.1
EA58489	ENSGALG00000006979.5
EA78705	ENSGALG00000006332.5
EA09198	ENSGALG00000030040.1
EA29926	ENSGALG00000003484.5
EA20172	ENSGALG00000002144.6
EA44355	ENSGALG00000014917.5
EA72409	ENSGALG00000009403.5
EA38234	ENSGALG00000010629.5
EA53616	ENSGALG00000035919.2
EA11383	ENSGALG00000031457.1
EA71276	ENSGALG00000005673.5
EA69833	ENSGALG00000003288.5
EA03718	ENSGALG00000034346.2
EA71201	ENSGALG00000038585.2
EA23404	ENSGALG00000037087.1
EA24917	ENSGALG00000006525.6
EA54575	ENSGALG00000012532.5
EA29368	ENSGALG00000007766.5
EA20866	ENSGALG00000009848.5
EA09216	ENSGALG00000009439.1
EA12372	ENSGALG00000010576.5
EA58131	ENSGALG00000003359.4
EA19446	ENSGALG00000034944.1
EA16989	ENSGALG00000002426.5
EA41727	ENSGALG00000006051.5
EA71159	ENSGALG00000004270.6
EA61783	ENSGALG00000032413.2
EA13354	ENSGALG00000005368.5
EA19229	ENSGALG00000005391.6
EA06453	ENSGALG00000017165.7
EA07225	ENSGALG00000016070.5
EA62859	ENSGALG00000028210.2
EA53142	ENSGALG00000008991.5
EA48072	ENSGALG00000035720.2
EA49065	ENSGALG00000012909.5
EA27345	ENSGALG00000041403.1
EA10763	ENSGALG00000040823.2
EA49470	ENSGALG00000020454.3
EA65468	ENSGALG00000006949.5
EA61648	ENSGALG00000006648.4
EA61657	ENSGALG00000000564.6
EA12038	ENSGALG00000008288.6
EA01592	ENSGALG00000034735.1
EA16322	ENSGALG00000015589.5
EA32880	ENSGALG00000014222.5
EA02990	ENSGALG00000042883.1
EA18039	ENSGALG00000012546.5
EA85431	ENSGALG00000000913.6
EA11147	ENSGALG00000009315.5
EA50959	ENSGALG00000040856.1
EA66566	ENSGALG00000012889.7
EA18247	ENSGALG00000030313.2
EA23975	ENSGALG00000014395.5
EA73306	ENSGALG00000046064.1
EA77746	ENSGALG00000005931.4
EA49744	ENSGALG00000010005.5
EA40430	ENSGALG00000013765.5
EA26361	ENSGALG00000041857.1
EA72872	ENSGALG00000031933.1
EA27619	ENSGALG00000003944.6
EA62121	ENSGALG00000032402.1
EA40708	ENSGALG00000009976.5
EA71566	ENSGALG00000016430.5
EA28075	ENSGALG00000032307.1
EA43511	ENSGALG00000003400.5
EA25077	ENSGALG00000041418.2
EA27181	ENSGALG00000029220.2
EA39380	ENSGALG00000012418.5
EA36320	ENSGALG00000011395.6
EA68650	ENSGALG00000031650.2
EA07076	ENSGALG00000002695.5
EA04023	ENSGALG00000010654.4
EA77766	ENSGALG00000008883.6
EA83389	ENSGALG00000032305.1
EA26306	ENSGALG00000046412.1
EA34725	ENSGALG00000043396.1
EA71789	ENSGALG00000003129.5
EA45005	ENSGALG00000003091.5
EA01316	ENSGALG00000004355.5
EA33779	ENSGALG00000033001.1
EA31440	ENSGALG00000005265.5
EA04857	ENSGALG00000002644.6
EA70240	ENSGALG00000015331.5
EA54549	ENSGALG00000011015.2
EA03812	ENSGALG00000003966.6
EA17947	ENSGALG00000032148.1
EA25480	ENSGALG00000037195.2
EA28960	ENSGALG00000039092.1
EA07292	ENSGALG00000005516.5
EA85103	ENSGALG00000031982.2
EA84397	ENSGALG00000004321.6
EA50772	ENSGALG00000041337.1
EA67403	ENSGALG00000004348.5
EA07296	ENSGALG00000016569.6
EA37291	ENSGALG00000008847.5
EA10720	ENSGALG00000029881.1
EA80417	ENSGALG00000014432.6
EA50119	ENSGALG00000008676.5
EA56990	ENSGALG00000009318.5
EA69734	ENSGALG00000015528.5
EA54712	ENSGALG00000003241.5
EA53226	ENSGALG00000010469.6
EA01777	ENSGALG00000012127.6
EA50696	ENSGALG00000034773.1
EA06592	ENSGALG00000042967.2
EA46858	ENSGALG00000007473.5
EA20402	ENSGALG00000010755.5
EA18519	ENSGALG00000026276.2
EA81549	ENSGALG00000023364.4
EA67826	ENSGALG00000028770.2
EA43298	ENSGALG00000016420.5
EA74577	ENSGALG00000004184.6
EA11267	ENSGALG00000010575.6
EA06409	ENSGALG00000008270.5
EA07445	ENSGALG00000027355.2
EA67225	ENSGALG00000027067.3
EA70975	ENSGALG00000041510.1
EA07392	ENSGALG00000006253.5
EA07766	ENSGALG00000005770.4
EA72486	ENSGALG00000003533.7
EA06136	ENSGALG00000005854.5
EA18959	ENSGALG00000008539.6
EA35901	ENSGALG00000000349.5
EA77924	ENSGALG00000028683.2
EA25204	ENSGALG00000033884.2
EA18376	ENSGALG00000030034.1
EA20093	ENSGALG00000002551.6
EA61361	ENSGALG00000034586.1
EA59634	ENSGALG00000029211.1
EA27718	ENSGALG00000003261.5
EA44823	ENSGALG00000028302.3
EA37500	ENSGALG00000026374.3
EA11736	ENSGALG00000016651.6
EA40775	ENSGALG00000009966.5
EA13552	ENSGALG00000014911.5
EA41703	ENSGALG00000015808.6
EA44745	ENSGALG00000011663.5
EA14840	ENSGALG00000034905.1
EA16983	ENSGALG00000033270.2
EA80605	ENSGALG00000017307.6
EA19179	ENSGALG00000026360.2
EA20854	ENSGALG00000037353.2
EA81781	ENSGALG00000006207.5
EA73222	ENSGALG00000034960.2
EA75583	ENSGALG00000003751.6
EA33593	ENSGALG00000006088.6
EA14543	ENSGALG00000001054.3
EA15063	ENSGALG00000030710.1
EA19947	ENSGALG00000005476.5
EA66033	ENSGALG00000009035.6
EA02926	ENSGALG00000034741.1
EA50557	ENSGALG00000026677.1
EA73983	ENSGALG00000005571.4
EA84436	ENSGALG00000015259.6
EA81874	ENSGALG00000009978.6
EA00350	ENSGALG00000033635.2
EA46826	ENSGALG00000012730.4
EA44139	ENSGALG00000027608.2
EA16327	ENSGALG00000014740.5
EA28031	ENSGALG00000040030.1
EA83634	ENSGALG00000003733.5
EA15268	ENSGALG00000012782.2
EA32303	ENSGALG00000039197.1
EA75066	ENSGALG00000001264.5
EA59221	ENSGALG00000011216.4
EA02694	ENSGALG00000032342.1
EA75737	ENSGALG00000008506.5
EA06019	ENSGALG00000038405.1
EA50824	ENSGALG00000012148.5
EA39310	ENSGALG00000010672.5
EA69475	ENSGALG00000015299.6
EA38191	ENSGALG00000004514.4
EA59324	ENSGALG00000004840.6
EA35912	ENSGALG00000032529.1
EA72150	ENSGALG00000029508.1
EA46075	ENSGALG00000016098.5
EA05247	ENSGALG00000026028.2
EA37824	ENSGALG00000011332.5
EA52258	ENSGALG00000008692.5
EA33143	ENSGALG00000039803.1
EA18548	ENSGALG00000009944.4
EA21041	ENSGALG00000045403.1
EA27790	ENSGALG00000042976.1
EA23547	ENSGALG00000030024.2
EA81428	ENSGALG00000002119.5
EA42054	ENSGALG00000002868.5
EA78073	ENSGALG00000003242.4
EA60026	ENSGALG00000042416.1
EA28785	ENSGALG00000011290.6
EA16449	ENSGALG00000015305.5
EA14530	ENSGALG00000031002.1
EA13581	ENSGALG00000037950.1
EA68966	ENSGALG00000014372.4
EA24337	ENSGALG00000002588.3
EA16004	ENSGALG00000014793.4
EA16736	ENSGALG00000011491.6
EA37660	ENSGALG00000037669.2
EA04641	ENSGALG00000002370.6
EA08071	ENSGALG00000004467.5
EA70268	ENSGALG00000034100.1
EA52549	ENSGALG00000032029.2
EA84994	ENSGALG00000035219.1
EA80236	ENSGALG00000005345.5
EA00981	ENSGALG00000004372.6
EA32961	ENSGALG00000011476.6
EA15423	ENSGALG00000008208.5
EA63324	ENSGALG00000022557.3
EA79262	ENSGALG00000038128.1
EA76495	ENSGALG00000028643.2
EA76999	ENSGALG00000020943.4
EA32316	ENSGALG00000040426.2
EA29418	ENSGALG00000027389.2
EA58033	ENSGALG00000009288.6
EA20202	ENSGALG00000012049.5
EA52832	ENSGALG00000042320.1
EA02881	ENSGALG00000034502.2
EA56717	ENSGALG00000002621.5
EA80794	ENSGALG00000031786.1
EA21378	ENSGALG00000044525.1
EA11913	ENSGALG00000034198.1
EA26937	ENSGALG00000027299.2
EA75203	ENSGALG00000012126.5
EA58149	ENSGALG00000012809.5
EA06299	ENSGALG00000004831.5
EA67374	ENSGALG00000012704.5
EA35128	ENSGALG00000004952.6
EA31261	ENSGALG00000016945.5
EA33669	ENSGALG00000014064.5
EA61143	ENSGALG00000028478.2
EA71140	ENSGALG00000026607.2
EA23682	ENSGALG00000013112.5
EA67542	ENSGALG00000035393.1
EA81505	ENSGALG00000016631.5
EA48265	ENSGALG00000004063.6
EA22643	ENSGALG00000003722.5
EA16597	ENSGALG00000042543.1
EA18571	ENSGALG00000009861.6
EA44738	ENSGALG00000004070.5
EA15575	ENSGALG00000002110.5
EA17261	ENSGALG00000003396.6
EA61437	ENSGALG00000032004.1
EA67392	ENSGALG00000014646.6
EA04875	ENSGALG00000029145.2
EA74250	ENSGALG00000003948.6
EA81763	ENSGALG00000015001.5
EA14345	ENSGALG00000034649.1
EA58620	ENSGALG00000003419.6
EA61286	ENSGALG00000038604.2
EA57595	ENSGALG00000035086.2
EA21058	ENSGALG00000024326.4
EA07158	ENSGALG00000003416.5
EA15562	ENSGALG00000038639.1
EA81353	ENSGALG00000013036.5
EA25180	ENSGALG00000041973.2
EA74965	ENSGALG00000046379.1
EA29631	ENSGALG00000000253.3
EA81542	ENSGALG00000002134.5
EA78700	ENSGALG00000015615.6
EA53680	ENSGALG00000008750.5
EA79514	ENSGALG00000013408.5
EA35268	ENSGALG00000014995.5
EA77113	ENSGALG00000009836.5
EA14317	ENSGALG00000010569.6
EA05948	ENSGALG00000015405.6
EA33818	ENSGALG00000002033.5
EA11672	ENSGALG00000036666.1
EA06499	ENSGALG00000016375.6
EA77077	ENSGALG00000009948.5
EA21908	ENSGALG00000030702.1
EA19416	ENSGALG00000010804.5
EA36621	ENSGALG00000036539.1
EA62001	ENSGALG00000028573.2
EA39011	ENSGALG00000043613.1
EA68919	ENSGALG00000030672.2
EA54756	ENSGALG00000012370.6
EA80929	ENSGALG00000004557.5
EA00517	ENSGALG00000004319.5
EA74530	ENSGALG00000035211.1
EA50637	ENSGALG00000023472.3
EA17167	ENSGALG00000026903.2
EA32646	ENSGALG00000012629.5
EA77022	ENSGALG00000039499.1
EA84844	ENSGALG00000014920.5
EA25645	ENSGALG00000009602.5
EA21385	ENSGALG00000002335.5
EA43622	ENSGALG00000002846.5
EA13290	ENSGALG00000007304.6
EA09271	ENSGALG00000008810.5
EA68304	ENSGALG00000003753.5
EA51350	ENSGALG00000013858.6
EA80372	ENSGALG00000042340.1
EA00814	ENSGALG00000023872.4
EA31152	ENSGALG00000010166.5
EA11306	ENSGALG00000002883.6
EA12980	ENSGALG00000035202.1
EA03995	ENSGALG00000035138.1
EA48048	ENSGALG00000010665.5
EA00736	ENSGALG00000003289.5
EA32145	ENSGALG00000007036.4
EA12091	ENSGALG00000008036.6
EA38473	ENSGALG00000008460.5
EA71690	ENSGALG00000003101.6
EA43114	ENSGALG00000014876.5
EA77342	ENSGALG00000002141.6
EA73542	ENSGALG00000017330.5
EA28628	ENSGALG00000007731.6
EA82216	ENSGALG00000012312.6
EA53183	ENSGALG00000015128.5
EA04462	ENSGALG00000029892.1
EA46108	ENSGALG00000041792.2
EA42010	ENSGALG00000016560.5
