NCAPH2	ENSLOCG00000015775
WNT1	ENSLOCG00000007786
LOC116945020	ENSLOCG00000001914
IMP3	ENSLOCG00000010237
GPR137C	ENSLOCG00000012038
LOC116947118	ENSLOCG00000017159
URB1	ENSLOCG00000009190
LOC116943685	ENSLOCG00000008344
TDP1	ENSLOCG00000008997
LOC116957289	ENSLOCG00000010768
LOC103091775	ENSLOCG00000008909
ABCB11	ENSLOCG00000008192
LOC116952936	ENSLOCG00000011023
CDC5L	ENSLOCG00000015811
SLC4A1AP	ENSLOCG00000017161
TECPR1	ENSLOCG00000008643
USP32	ENSLOCG00000005178
FTSJ3	ENSLOCG00000008979
LOC116939404	ENSLOCG00000010202
LOC116950398	ENSLOCG00000009886
LOC116951246	ENSLOCG00000015984
NEU1	ENSLOCG00000007818
STYXL1	ENSLOCG00000001692
LOC116951916	ENSLOCG00000001172
PARS2	ENSLOCG00000008678
TRAPPC6B	ENSLOCG00000013125
INTU	ENSLOCG00000012742
LOC116946262	ENSLOCG00000012454
ATIC	ENSLOCG00000010002
POLR3E	ENSLOCG00000008290
LOC116941733	ENSLOCG00000004020
CACTIN	ENSLOCG00000006566
LOC116943224	ENSLOCG00000015476
TMEM87A	ENSLOCG00000016544
TMEM179	ENSLOCG00000012925
QPRT	ENSLOCG00000002763
AUTS2	ENSLOCG00000003979
CCBE1	ENSLOCG00000011947
SELENBP1	ENSLOCG00000008479
MRPL36	ENSLOCG00000008869
PTGES2	ENSLOCG00000005855
ASCC3	ENSLOCG00000016550
TAB2	ENSLOCG00000016998
LOC116942254	ENSLOCG00000012353
CCNC	ENSLOCG00000017086
HELT	ENSLOCG00000013768
LOC116955330	ENSLOCG00000006064
LOC116953211	ENSLOCG00000006086
CACYBP	ENSLOCG00000002438
LOC116953944	ENSLOCG00000016654
WFS1	ENSLOCG00000010122
TMEM70	ENSLOCG00000003665
USP40	ENSLOCG00000010114
UTP6	ENSLOCG00000013797
LOC116950086	ENSLOCG00000002919
GOLGA2	ENSLOCG00000004929
ERP44	ENSLOCG00000005398
SUCLA2	ENSLOCG00000010416
DHRS1	ENSLOCG00000000458
LOC116944117	ENSLOCG00000007368
LOC116956740	ENSLOCG00000013884
LOC116957234	ENSLOCG00000003936
TMEM100	ENSLOCG00000017752
LOC116954690	ENSLOCG00000010898
SENP8	ENSLOCG00000017960
AASS	ENSLOCG00000015888
VOPP1	ENSLOCG00000010696
LRP2BP	ENSLOCG00000013790
LOC103091796	ENSLOCG00000005403
LOC116945210	ENSLOCG00000000817
BAALC	ENSLOCG00000016722
LOC116946657	ENSLOCG00000017229
NIT2	ENSLOCG00000010659
COPB1	ENSLOCG00000003198
LOC116946980	ENSLOCG00000013928
DEGS2	ENSLOCG00000014813
KLHL23	ENSLOCG00000007956
LOC116943763	ENSLOCG00000002401
CEP104	ENSLOCG00000005920
LOC116948779	ENSLOCG00000006029
LDLRAD1	ENSLOCG00000003191
LOC116954016	ENSLOCG00000006038
RAD54L	ENSLOCG00000004144
LOC116948872	ENSLOCG00000012972
OGFOD2	ENSLOCG00000005604
OIT3	ENSLOCG00000008577
LOC116939870	ENSLOCG00000014904
TAF2	ENSLOCG00000009156
TSNARE1	ENSLOCG00000004538
LOC116946897	ENSLOCG00000008587
CDK5RAP3	ENSLOCG00000013394
DLEC1	ENSLOCG00000009757
IKZF5	ENSLOCG00000008225
LHPP	ENSLOCG00000008067
SLC25A48	ENSLOCG00000011632
MINDY3	ENSLOCG00000010478
CRTAP	ENSLOCG00000002668
CUTA	ENSLOCG00000011404
SMG7	ENSLOCG00000002010
ARL15	ENSLOCG00000006988
ATG7	ENSLOCG00000013924
DNAJC17	ENSLOCG00000012721
GPR149	ENSLOCG00000002178
LOC116951384	ENSLOCG00000010964
LOC116941306	ENSLOCG00000007774
FAM184A	ENSLOCG00000017247
LOC116943232	ENSLOCG00000016803
PKDCC	ENSLOCG00000016475
ZBTB8OS	ENSLOCG00000002238
HDLBP	ENSLOCG00000006278
LOC116954933	ENSLOCG00000006727
LOC116946089	ENSLOCG00000006707
LOC116941658	ENSLOCG00000003325
LOC116958322	ENSLOCG00000013880
LOC116956869	ENSLOCG00000010743
LOC116941100	ENSLOCG00000012428
EXOSC6	ENSLOCG00000017597
DRD2	ENSLOCG00000004412
HSPG2	ENSLOCG00000001778
LOC116955512	ENSLOCG00000016921
SACS	ENSLOCG00000001682
LOC116943682	ENSLOCG00000012390
A2ML1	ENSLOCG00000003597
SMAD3	ENSLOCG00000013897
LOC116940251	ENSLOCG00000014321
MAU2	ENSLOCG00000004881
WDR41	ENSLOCG00000005746
KRR1	ENSLOCG00000016262
LOC116957456	ENSLOCG00000004541
UBE2G1	ENSLOCG00000002581
LOC116952401	ENSLOCG00000014691
LOC116953043	ENSLOCG00000016539
FIG4	ENSLOCG00000017155
RCHY1	ENSLOCG00000012485
ADAM22	ENSLOCG00000010320
LOC116941141	ENSLOCG00000005022
LGI1	ENSLOCG00000005878
PLA2G4F	ENSLOCG00000009738
TMEM268	ENSLOCG00000000793
DLGAP5	ENSLOCG00000011388
RPL24	ENSLOCG00000009548
WEE1	ENSLOCG00000003652
LOC116957970	ENSLOCG00000016808
LRRC74A	ENSLOCG00000010657
LOC116948403	ENSLOCG00000014593
LOC116951662	ENSLOCG00000016658
MTBP	ENSLOCG00000009214
CMAS	ENSLOCG00000015374
XPA	ENSLOCG00000009592
ASNSD1	ENSLOCG00000008747
ZNF622	ENSLOCG00000012640
LOC116948804	ENSLOCG00000007562
DCAF12	ENSLOCG00000004915
LOC116944247	ENSLOCG00000003861
LOC116945158	ENSLOCG00000008942
HS1BP3	ENSLOCG00000017199
LOC116946665	ENSLOCG00000004198
LOC116939099	ENSLOCG00000014681
LOC116939538	ENSLOCG00000009739
LOC116942803	ENSLOCG00000013845
POLR3K	ENSLOCG00000007584
LOC116938640	ENSLOCG00000005307
DCAF17	ENSLOCG00000007739
HGH1	ENSLOCG00000007462
RIIAD1	ENSLOCG00000007488
EIF2B4	ENSLOCG00000016732
UVSSA	ENSLOCG00000010991
LPCAT3	ENSLOCG00000007684
LOC116947161	ENSLOCG00000009148
PLXNA1	ENSLOCG00000013754
LOC116939116	ENSLOCG00000003407
SLC25A26	ENSLOCG00000010233
MRPL1	ENSLOCG00000007408
LOC116951139	ENSLOCG00000014468
NOP14	ENSLOCG00000011611
LOC116940176	ENSLOCG00000015114
LOC116940461	ENSLOCG00000014294
LOC116951559	ENSLOCG00000006888
LRSAM1	ENSLOCG00000002536
LOC116944859	ENSLOCG00000007954
FOXG1	ENSLOCG00000017702
PGPEP1	ENSLOCG00000002042
LOC116945273	ENSLOCG00000003672
SMIM19	ENSLOCG00000012509
THOC6	ENSLOCG00000000135
HNRNPH1	ENSLOCG00000012510
CHEK2	ENSLOCG00000003771
BORCS7	ENSLOCG00000011739
BSCL2	ENSLOCG00000001280
PUS3	ENSLOCG00000011922
GPER1	ENSLOCG00000018100
NMNAT2	ENSLOCG00000002037
HSPB11	ENSLOCG00000011348
TMEM53	ENSLOCG00000002808
NADK	ENSLOCG00000007207
FARSB	ENSLOCG00000004136
DCPS	ENSLOCG00000002653
C65H12orf29	ENSLOCG00000016350
RNF113A	ENSLOCG00000011785
PMS2	ENSLOCG00000008495
LOC116939541	ENSLOCG00000012618
USP48	ENSLOCG00000001685
OTUD3	ENSLOCG00000007718
LOC116946683	ENSLOCG00000005245
B4GAT1	ENSLOCG00000001655
LOC116950726	ENSLOCG00000013241
ARL16	ENSLOCG00000013950
LOC116958768	ENSLOCG00000001796
LOC116952306	ENSLOCG00000015900
GUCY1B1	ENSLOCG00000008256
LOC103091727	ENSLOCG00000009367
LOC116937724	ENSLOCG00000010868
JMY	ENSLOCG00000005899
LOC116944095	ENSLOCG00000007355
RTTN	ENSLOCG00000003504
LRTM2	ENSLOCG00000016641
LOC116949388	ENSLOCG00000014318
LOC116954049	ENSLOCG00000018099
LOC103091809	ENSLOCG00000015673
LOC116940454	ENSLOCG00000012803
LOC116940854	ENSLOCG00000011935
LOC116943220	ENSLOCG00000014176
POLE3	ENSLOCG00000002521
LOC116955386	ENSLOCG00000004649
RPL27A	ENSLOCG00000003356
DROSHA	ENSLOCG00000012852
LOC116938073	ENSLOCG00000003017
LOC116941533	ENSLOCG00000017101
LOC116940177	ENSLOCG00000013826
COMMD6	ENSLOCG00000011386
SLC25A15	ENSLOCG00000014509
LOC116948211	ENSLOCG00000012486
LOC116948641	ENSLOCG00000001575
TSR3	ENSLOCG00000003693
LOC116945022	ENSLOCG00000013464
SEC22B	ENSLOCG00000010249
LOC116947180	ENSLOCG00000007383
LOC116953840	ENSLOCG00000011006
STMP1	ENSLOCG00000017103
MRPL43	ENSLOCG00000012629
LOC116940658	ENSLOCG00000012142
NIPSNAP3A	ENSLOCG00000011488
AP2S1	ENSLOCG00000014892
VTI1B	ENSLOCG00000014187
PRMT3	ENSLOCG00000004922
LOC116945184	ENSLOCG00000016499
NSMCE1	ENSLOCG00000004001
LOC116946195	ENSLOCG00000012447
LOC116940670	ENSLOCG00000006809
RTEL1	ENSLOCG00000001700
LOC116941735	ENSLOCG00000007657
RPS19BP1	ENSLOCG00000011136
LOC116941378	ENSLOCG00000014482
APPBP2	ENSLOCG00000005143
GSR	ENSLOCG00000012126
CRADD	ENSLOCG00000015772
TUBGCP6	ENSLOCG00000015459
DCLRE1C	ENSLOCG00000016717
INO80C	ENSLOCG00000005268
LOC116944104	ENSLOCG00000008774
LOC116955870	ENSLOCG00000003259
G3BP2	ENSLOCG00000011657
PNO1	ENSLOCG00000016017
LOC116940312	ENSLOCG00000012028
LOC116940346	ENSLOCG00000009449
LOC116950494	ENSLOCG00000008604
SVBP	ENSLOCG00000001111
LOC116944098	ENSLOCG00000008140
LOC116944145	ENSLOCG00000005943
EIF6	ENSLOCG00000007763
CLNS1A	ENSLOCG00000006519
GLE1	ENSLOCG00000005909
DCTN5	ENSLOCG00000005632
RASA1	ENSLOCG00000001929
LOC116950514	ENSLOCG00000015025
HMOX2	ENSLOCG00000002449
LOC116952669	ENSLOCG00000001451
SNAPC1	ENSLOCG00000010167
ARHGAP26	ENSLOCG00000010520
LOC116952559	ENSLOCG00000009420
LOXHD1	ENSLOCG00000011190
LOC116942388	ENSLOCG00000011013
EEA1	ENSLOCG00000015288
TWSG1	ENSLOCG00000002541
LOC116957055	ENSLOCG00000007466
LOC116952945	ENSLOCG00000017136
SLC35D3	ENSLOCG00000017271
COG3	ENSLOCG00000005428
LOC116957098	ENSLOCG00000008937
CTC1	ENSLOCG00000013553
PDSS1	ENSLOCG00000007637
USP38	ENSLOCG00000009016
ABHD18	ENSLOCG00000010714
IMPACT	ENSLOCG00000006429
LOC116942840	ENSLOCG00000004260
PLCB1	ENSLOCG00000016437
NUDT19	ENSLOCG00000001704
LOC116937511	ENSLOCG00000016685
BZW2	ENSLOCG00000010532
LOC116941112	ENSLOCG00000009286
LOC116946573	ENSLOCG00000016029
NUDT22	ENSLOCG00000001142
LOC116942509	ENSLOCG00000004487
LOC116942513	ENSLOCG00000006244
LOC116938182	ENSLOCG00000011319
CFAP69	ENSLOCG00000010300
LOC116940469	ENSLOCG00000012743
RIF1	ENSLOCG00000002657
TMEM45B	ENSLOCG00000001184
ZFYVE1	ENSLOCG00000012337
LOC116952185	ENSLOCG00000006130
PDPR	ENSLOCG00000001551
SND1	ENSLOCG00000015537
NFX1	ENSLOCG00000011211
LOC116948982	ENSLOCG00000008094
LOC116938804	ENSLOCG00000010769
LOC116948040	ENSLOCG00000002726
LOC116952171	ENSLOCG00000003229
RPL13A	ENSLOCG00000004388
LOC116955319	ENSLOCG00000001892
LOC116940061	ENSLOCG00000006167
LOC116957120	ENSLOCG00000015363
MUS81	ENSLOCG00000000795
TAF11	ENSLOCG00000010021
TEX264	ENSLOCG00000010705
SLC35B4	ENSLOCG00000015627
NDUFB8	ENSLOCG00000005420
TPT1	ENSLOCG00000005488
TULP4	ENSLOCG00000016263
LOC116952701	ENSLOCG00000010154
LOC116956638	ENSLOCG00000006793
NOX4	ENSLOCG00000007209
GTF2E1	ENSLOCG00000006285
SDAD1	ENSLOCG00000004170
ATP6AP1	ENSLOCG00000015488
MSRB1	ENSLOCG00000008938
TCAIM	ENSLOCG00000001243
LOC116939353	ENSLOCG00000009691
EIF2AK3	ENSLOCG00000009370
LOC116940572	ENSLOCG00000001328
AGPAT3	ENSLOCG00000003758
LOC116955662	ENSLOCG00000015321
MICOS10	ENSLOCG00000007554
LOC116939069	ENSLOCG00000002948
MFHAS1	ENSLOCG00000012154
LOC116942255	ENSLOCG00000015841
GCC1	ENSLOCG00000016778
LOC116957143	ENSLOCG00000017618
TAFA5	ENSLOCG00000016048
TMEM174	ENSLOCG00000011080
STIL	ENSLOCG00000008609
LOC116951560	ENSLOCG00000005804
KIN	ENSLOCG00000015679
MRM3	ENSLOCG00000006115
LOC116950151	ENSLOCG00000001422
CFAP100	ENSLOCG00000013709
VPS33B	ENSLOCG00000014138
RMND5A	ENSLOCG00000010794
MBOAT7	ENSLOCG00000007984
LOC116949716	ENSLOCG00000013244
LOC116951518	ENSLOCG00000005241
LOC116948281	ENSLOCG00000010536
OXLD1	ENSLOCG00000013029
LOC116951894	ENSLOCG00000002960
ACER2	ENSLOCG00000011100
NDUFA1	ENSLOCG00000015240
STAR	ENSLOCG00000015158
NUFIP1	ENSLOCG00000005561
MED17	ENSLOCG00000007406
JMJD4	ENSLOCG00000009240
LOC116947836	ENSLOCG00000017362
PRKCI	ENSLOCG00000007237
EXOC7	ENSLOCG00000013076
LOC116946561	ENSLOCG00000007504
KNTC1	ENSLOCG00000005474
LOC116953172	ENSLOCG00000003461
WWOX	ENSLOCG00000000486
LOC116957888	ENSLOCG00000006426
KIF23	ENSLOCG00000013995
STARD5	ENSLOCG00000012843
GM2A	ENSLOCG00000011710
SAC3D1	ENSLOCG00000005697
LOC116943631	ENSLOCG00000014068
LOC116943489	ENSLOCG00000015349
CPZ	ENSLOCG00000010330
FAM91A1	ENSLOCG00000010016
PYROXD1	ENSLOCG00000015395
LOC116945520	ENSLOCG00000001388
CARS1	ENSLOCG00000001712
DNAL1	ENSLOCG00000014125
GCG	ENSLOCG00000008502
LOC116940986	ENSLOCG00000010268
LOC116948866	ENSLOCG00000009209
LOC116948697	ENSLOCG00000010346
PLEKHA7	ENSLOCG00000003006
LOC116945810	ENSLOCG00000003545
CEP55	ENSLOCG00000005791
HDDC2	ENSLOCG00000017267
LOC116945000	ENSLOCG00000012597
LOC116946564	ENSLOCG00000016835
LOC116951144	ENSLOCG00000001638
CITED1	ENSLOCG00000017480
SPAG17	ENSLOCG00000011031
LOC116942961	ENSLOCG00000008924
PLRG1	ENSLOCG00000008405
TMEM163	ENSLOCG00000001812
GDPD5	ENSLOCG00000000967
DTL	ENSLOCG00000016359
LOC116949302	ENSLOCG00000009793
LOC116942540	ENSLOCG00000005946
AAAS	ENSLOCG00000005559
PDE11A	ENSLOCG00000006915
CXXC1	ENSLOCG00000014684
LOC116942975	ENSLOCG00000011416
MITD1	ENSLOCG00000001479
ULK4	ENSLOCG00000001346
LOC116955581	ENSLOCG00000001624
LOC116955575	ENSLOCG00000016593
RB1	ENSLOCG00000008882
GCN1	ENSLOCG00000001658
WASHC5	ENSLOCG00000010046
LOC116951015	ENSLOCG00000014929
LOC116945206	ENSLOCG00000007737
AHI1	ENSLOCG00000016215
WDR4	ENSLOCG00000003903
C3HXorf56	ENSLOCG00000014705
JMJD7	ENSLOCG00000011726
LOC116946935	ENSLOCG00000005336
DDOST	ENSLOCG00000008002
IFT20	ENSLOCG00000005230
RTF2	ENSLOCG00000006976
ATAD2B	ENSLOCG00000016615
LOC116949527	ENSLOCG00000001224
IQCE	ENSLOCG00000001483
LOC116937885	ENSLOCG00000007725
ABHD11	ENSLOCG00000004295
LOC116957809	ENSLOCG00000017276
LOC116941349	ENSLOCG00000012717
LOC116938181	ENSLOCG00000008481
LOC116958037	ENSLOCG00000004863
LOC116958091	ENSLOCG00000015602
LOC116953568	ENSLOCG00000014618
LOC116939868	ENSLOCG00000002791
LOC116939903	ENSLOCG00000001491
LOC116954711	ENSLOCG00000009104
GOSR2	ENSLOCG00000012271
KRIT1	ENSLOCG00000010622
DCAF6	ENSLOCG00000008600
LOC116941601	ENSLOCG00000016762
PCM1	ENSLOCG00000013882
LOC116945958	ENSLOCG00000005521
FAM53A	ENSLOCG00000011011
ADCY2	ENSLOCG00000007376
CELSR2	ENSLOCG00000016061
LOC116947618	ENSLOCG00000016016
LOC116942285	ENSLOCG00000006568
EIF3I	ENSLOCG00000002433
MYO1C	ENSLOCG00000007063
LOC116939165	ENSLOCG00000007116
LOC116950506	ENSLOCG00000007543
SRL	ENSLOCG00000002644
UIMC1	ENSLOCG00000012311
LOC116942206	ENSLOCG00000013374
LOC103091821	ENSLOCG00000011270
STRIP1	ENSLOCG00000011672
LOC116938874	ENSLOCG00000005704
LOC116945077	ENSLOCG00000003403
GUF1	ENSLOCG00000012397
LOC116939322	ENSLOCG00000012874
SKOR1	ENSLOCG00000013929
LOC116955497	ENSLOCG00000005054
LOC116950899	ENSLOCG00000011561
SLC66A2	ENSLOCG00000008439
URB2	ENSLOCG00000015462
LOC116947904	ENSLOCG00000015579
URI1	ENSLOCG00000005700
LOC116937824	ENSLOCG00000007500
LOC116942187	ENSLOCG00000005877
LOC116941865	ENSLOCG00000014953
LOC116940825	ENSLOCG00000011876
THNSL2	ENSLOCG00000001186
LOC116938410	ENSLOCG00000009094
MYSM1	ENSLOCG00000008884
LOC116948943	ENSLOCG00000003298
APEH	ENSLOCG00000014206
LOC116953097	ENSLOCG00000004839
LOC116950706	ENSLOCG00000006368
GPHB5	ENSLOCG00000010213
LOC116949545	ENSLOCG00000001572
FANCD2	ENSLOCG00000010711
LOC116952385	ENSLOCG00000014241
LOC116950569	ENSLOCG00000004006
LOC116946976	ENSLOCG00000007709
CAV2	ENSLOCG00000015600
NUP210	ENSLOCG00000014031
TRPM2	ENSLOCG00000009806
C36H12orf66	ENSLOCG00000016974
LOC116951594	ENSLOCG00000004884
LOC116953485	ENSLOCG00000009066
BIVM	ENSLOCG00000008489
NACA	ENSLOCG00000007330
NSUN6	ENSLOCG00000010862
SMC4	ENSLOCG00000003657
LOC116956918	ENSLOCG00000015668
NUP188	ENSLOCG00000004351
RO60	ENSLOCG00000007384
FAM162A	ENSLOCG00000017127
WDR46	ENSLOCG00000014416
LOC116939008	ENSLOCG00000006571
LIPT2	ENSLOCG00000002316
LOC116939112	ENSLOCG00000006621
NVL	ENSLOCG00000016706
KIAA0100	ENSLOCG00000006063
EBAG9	ENSLOCG00000002958
LOC116940231	ENSLOCG00000014478
UBXN7	ENSLOCG00000009799
NSA2	ENSLOCG00000005380
LOC116958436	ENSLOCG00000002092
ERGIC1	ENSLOCG00000012027
NUBP1	ENSLOCG00000006142
LOC116948927	ENSLOCG00000017740
LOC116937309	ENSLOCG00000005018
PRKAR2B	ENSLOCG00000015827
WIF1	ENSLOCG00000016154
CLASP1	ENSLOCG00000002082
LOC116940021	ENSLOCG00000016538
LOC116940091	ENSLOCG00000016559
AUP1	ENSLOCG00000002068
GRN	ENSLOCG00000000571
LOC116942530	ENSLOCG00000017210
RABGAP1	ENSLOCG00000002828
HDHD5	ENSLOCG00000013994
LOC116956416	ENSLOCG00000006384
LOC116937603	ENSLOCG00000006297
LOC116954493	ENSLOCG00000014096
LSS	ENSLOCG00000008883
TMEM245	ENSLOCG00000005216
INO80	ENSLOCG00000012304
LOC116956722	ENSLOCG00000013990
LOC116957398	ENSLOCG00000009973
NANP	ENSLOCG00000016565
LOC116947843	ENSLOCG00000009055
LOC116956322	ENSLOCG00000013708
LOC116948170	ENSLOCG00000001205
LOC116940012	ENSLOCG00000015166
LOC116952772	ENSLOCG00000015356
DYNLT1	ENSLOCG00000016258
CREBRF	ENSLOCG00000009174
LOC116941105	ENSLOCG00000013313
LOC116949375	ENSLOCG00000016982
LAMTOR5	ENSLOCG00000011713
LOC116956498	ENSLOCG00000015201
LOC116938006	ENSLOCG00000005653
LOC116938375	ENSLOCG00000004034
LOC116958462	ENSLOCG00000005452
ANAPC10	ENSLOCG00000008926
LOC116950621	ENSLOCG00000005117
LOC116943357	ENSLOCG00000002873
CFAP57	ENSLOCG00000006408
LOC116955995	ENSLOCG00000001042
ERO1B	ENSLOCG00000012049
MED23	ENSLOCG00000017274
M6PR	ENSLOCG00000008310
MLH3	ENSLOCG00000010467
LOC116941607	ENSLOCG00000002842
LIPT1	ENSLOCG00000017769
LOC116943047	ENSLOCG00000010729
CLU	ENSLOCG00000016768
LOC116945300	ENSLOCG00000016613
AGTPBP1	ENSLOCG00000002341
FST	ENSLOCG00000006942
ALG14	ENSLOCG00000008176
EDC3	ENSLOCG00000014625
LOC116939068	ENSLOCG00000006800
LOC116956288	ENSLOCG00000014942
RUNDC1	ENSLOCG00000012232
LOC116940540	ENSLOCG00000012602
LOC116955502	ENSLOCG00000002870
GGT1	ENSLOCG00000005005
EIF2S2	ENSLOCG00000007205
NOSIP	ENSLOCG00000017172
FBXL15	ENSLOCG00000005464
MPL	ENSLOCG00000006315
SEH1L	ENSLOCG00000009595
SMG9	ENSLOCG00000004127
LOC116939203	ENSLOCG00000005931
LOC116939471	ENSLOCG00000017360
P3H1	ENSLOCG00000000935
SPC25	ENSLOCG00000008228
RAB22A	ENSLOCG00000007029
LOC116952537	ENSLOCG00000009953
SLC5A7	ENSLOCG00000010396
LRPPRC	ENSLOCG00000016390
MBD5	ENSLOCG00000001417
SSBP1	ENSLOCG00000017107
ARIH2	ENSLOCG00000014400
NTAN1	ENSLOCG00000007379
TMEM141	ENSLOCG00000000999
NSUN3	ENSLOCG00000010460
MDH1	ENSLOCG00000016063
MRPL21	ENSLOCG00000001501
STX8	ENSLOCG00000013278
EFHC1	ENSLOCG00000000899
HMCES	ENSLOCG00000014549
SPCS1	ENSLOCG00000010522
LOC116942769	ENSLOCG00000012083
ZDHHC4	ENSLOCG00000005276
PEX5L	ENSLOCG00000007738
CCDC177	ENSLOCG00000014211
RCE1	ENSLOCG00000001697
LOC116950109	ENSLOCG00000008215
ZNF106	ENSLOCG00000013469
TFIP11	ENSLOCG00000008684
LOC116956315	ENSLOCG00000008512
LOC116958410	ENSLOCG00000003730
LOC116941576	ENSLOCG00000004178
LOC116949965	ENSLOCG00000008295
LOC116950696	ENSLOCG00000016929
LOC116955306	ENSLOCG00000008237
MED21	ENSLOCG00000015216
COPS9	ENSLOCG00000007062
CHRND	ENSLOCG00000005860
LOC116941634	ENSLOCG00000005737
LOC116943156	ENSLOCG00000016203
LOC116957293	ENSLOCG00000012149
LOC116950400	ENSLOCG00000008156
RBP3	ENSLOCG00000003909
LOC116957907	ENSLOCG00000013269
LOC116941196	ENSLOCG00000002811
SPDYC	ENSLOCG00000000572
PSMA6	ENSLOCG00000009164
ENDOU	ENSLOCG00000007236
LOC116948795	ENSLOCG00000008185
NR6A1	ENSLOCG00000005138
LOC116958344	ENSLOCG00000010648
LOC116945965	ENSLOCG00000010601
LOC116946504	ENSLOCG00000013571
UCK2	ENSLOCG00000006084
RTCA	ENSLOCG00000000093
GAN	ENSLOCG00000002584
LOC116945265	ENSLOCG00000017256
PQBP1	ENSLOCG00000014775
LOC116947353	ENSLOCG00000014493
ZFPL1	ENSLOCG00000002285
MAEA	ENSLOCG00000010983
LOC116948295	ENSLOCG00000014309
LOC116948337	ENSLOCG00000015539
CLEC16A	ENSLOCG00000006114
LOC116947814	ENSLOCG00000014666
CNRIP1	ENSLOCG00000016014
LOC116948744	ENSLOCG00000006648
FZR1	ENSLOCG00000001367
SPEF2	ENSLOCG00000012789
GLIPR1	ENSLOCG00000016261
LOC116945905	ENSLOCG00000006532
LOC116948404	ENSLOCG00000015887
SLC15A4	ENSLOCG00000006344
LOC116956003	ENSLOCG00000007073
LOC116958434	ENSLOCG00000004784
LOC116958489	ENSLOCG00000006248
LOC116941683	ENSLOCG00000003514
USP46	ENSLOCG00000014426
RPL9	ENSLOCG00000013006
TMEM199	ENSLOCG00000000808
FLOT2	ENSLOCG00000003267
STOM	ENSLOCG00000005541
PPP1R1C	ENSLOCG00000006587
MARCHF5	ENSLOCG00000007112
LOC116941277	ENSLOCG00000014952
LOC116944013	ENSLOCG00000000722
SPTAN1	ENSLOCG00000005929
ABCC10	ENSLOCG00000016723
LOC116954408	ENSLOCG00000017557
PCSK2	ENSLOCG00000015998
LOC116939450	ENSLOCG00000016422
LRRC69	ENSLOCG00000010170
ECI1	ENSLOCG00000006473
TMEM43	ENSLOCG00000013056
RAD54B	ENSLOCG00000010100
PTAR1	ENSLOCG00000009461
DAD1	ENSLOCG00000017661
ZNF318	ENSLOCG00000016733
LOC116947230	ENSLOCG00000016399
RBM22	ENSLOCG00000010989
SLC29A1	ENSLOCG00000015621
RERG	ENSLOCG00000016464
PIGH	ENSLOCG00000012333
AIMP1	ENSLOCG00000012682
NDC80	ENSLOCG00000006780
LOC116955770	ENSLOCG00000006531
CCNL1	ENSLOCG00000003314
ZADH2	ENSLOCG00000004028
COMMD1	ENSLOCG00000016086
EIF4E2	ENSLOCG00000005798
TP53BP1	ENSLOCG00000014193
LOC116951052	ENSLOCG00000009414
GALNT11	ENSLOCG00000012580
LOC116947329	ENSLOCG00000015700
LOC116939146	ENSLOCG00000008057
SF3A1	ENSLOCG00000008251
LOC116956568	ENSLOCG00000018209
MPHOSPH6	ENSLOCG00000002187
FAM193A	ENSLOCG00000013548
LOC116941098	ENSLOCG00000007767
BTBD19	ENSLOCG00000002481
RAB9A	ENSLOCG00000017414
BMT2	ENSLOCG00000015934
C43H6orf120	ENSLOCG00000017353
LOC116951700	ENSLOCG00000007366
LOC116953206	ENSLOCG00000007624
LOC116953484	ENSLOCG00000011680
LOC116945997	ENSLOCG00000005472
RBM8A	ENSLOCG00000009082
SUPT6H	ENSLOCG00000005760
DHCR24	ENSLOCG00000008711
LOC116948894	ENSLOCG00000017535
LOC116951170	ENSLOCG00000015674
DOLK	ENSLOCG00000017343
NGRN	ENSLOCG00000012302
LOC116940054	ENSLOCG00000002360
LOC116957114	ENSLOCG00000013770
YDJC	ENSLOCG00000002105
TRMT1	ENSLOCG00000006479
PTGER3	ENSLOCG00000010015
POLE4	ENSLOCG00000003351
TTLL5	ENSLOCG00000010563
LOC116952026	ENSLOCG00000017589
LOC116944388	ENSLOCG00000009329
LOC116945250	ENSLOCG00000004272
PIGB	ENSLOCG00000013454
EDIL3	ENSLOCG00000001965
RIPK2	ENSLOCG00000010422
TMEM125	ENSLOCG00000017739
OGG1	ENSLOCG00000014515
LOC116956408	ENSLOCG00000016219
LOC116958785	ENSLOCG00000003214
VAMP7	ENSLOCG00000014975
KLHL32	ENSLOCG00000017108
LOC116939775	ENSLOCG00000015624
GNMT	ENSLOCG00000017179
DGLUCY	ENSLOCG00000013170
TUBE1	ENSLOCG00000016981
LOC116947493	ENSLOCG00000014026
UBIAD1	ENSLOCG00000006329
LOC116956909	ENSLOCG00000004531
RPGRIP1L	ENSLOCG00000007156
FIS1	ENSLOCG00000013996
MCM3	ENSLOCG00000015961
TSPAN33	ENSLOCG00000015974
ZRSR2	ENSLOCG00000007427
LOC116938777	ENSLOCG00000007698
DHX57	ENSLOCG00000015774
ADARB1	ENSLOCG00000009051
LOC116938853	ENSLOCG00000016891
TOMM22	ENSLOCG00000011773
LOC116945961	ENSLOCG00000005226
PIGN	ENSLOCG00000013442
LOC116949296	ENSLOCG00000014558
FARS2	ENSLOCG00000011667
DDX41	ENSLOCG00000011956
AFG3L2	ENSLOCG00000012103
LOC116947103	ENSLOCG00000012587
LOC116947105	ENSLOCG00000016325
CEP95	ENSLOCG00000013542
LOC116949543	ENSLOCG00000013019
