ID	NAME	Eggs_G	Embr_32cells	Embr_8h	Embr_15h	Embr_36h	PreMetam_G	Cirri_b	Epidermis_b	FemGonads_b	Gills_b	Gut_b	Hepatic_b	Hepatic_o	MaleGonads_b	Muscle_b	NeuralTube_b	NeuralTube_o
BL34277	Hypp9458	0.00	0.00	0.21	0.04	0.00	0.11	5.18	31.75	0.00	0.14	0.05	0.00	0.11	0.06	0.28	0.00	2.13
BL34289	Hypp13180	0.00	0.00	0.00	0.00	0.04	0.46	0.63	0.00	0.02	1.71	0.02	0.07	0.00	0.51	0.22	0.94	2.08
BL34339	Hypp13640	0.00	0.18	2.30	2.57	5.63	1.30	0.96	0.49	0.00	0.00	2.25	0.00	0.95	1.53	0.95	1.89	0.24
BL34396	KLHL38	0.85	2.57	1.73	1.08	0.20	0.14	0.65	0.45	0.37	0.00	0.10	0.04	0.38	2.36	0.24	0.32	0.57
BL34459	SULT1C3	0.02	0.55	1.91	1.56	2.10	1.60	0.94	0.81	0.40	0.40	0.99	4.14	3.66	1.76	0.77	0.19	0.27
BL34565	Hypp13800	0.09	0.60	0.27	0.37	1.30	0.56	1.94	0.83	0.71	0.47	0.46	0.23	0.34	1.37	0.37	2.07	0.74
BL34590	TRIM56	0.01	0.00	0.04	0.00	0.10	0.32	2.98	0.90	0.19	1.31	2.81	3.08	3.06	0.63	0.35	0.32	0.50
BL34591	TRIM2	0.02	0.05	0.08	0.01	0.20	0.35	1.93	1.52	0.20	1.27	3.21	4.55	2.52	0.47	1.23	0.45	0.73
BL34611	ZNF300	0.35	0.95	0.53	1.12	0.75	0.45	1.35	2.34	2.78	0.33	0.16	0.03	0.19	4.71	0.66	0.77	0.56
BL34626	Hypp9926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL34714	Hypp4033	0.04	0.03	0.78	0.10	0.86	0.35	1.40	3.19	0.60	0.34	0.25	0.21	0.18	0.16	0.17	0.47	0.69
BL34717	Hypp4035	0.00	12.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	41.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL34737	FKBP1A	14.74	36.36	31.55	7.12	31.96	39.81	30.18	36.50	20.60	9.50	26.21	42.27	13.54	5.78	5.15	40.90	15.31
BL34759	ANGPTL1	0.66	0.61	0.13	0.64	0.33	2.43	0.59	0.35	0.83	0.57	1.28	12.62	35.05	0.84	0.28	0.46	0.79
BL34774	AL513423.1	0.38	0.08	1.17	1.67	2.68	0.98	2.42	0.49	8.30	5.68	2.80	1.50	0.60	6.56	0.09	1.73	1.86
BL34795	SULT6B1	0.15	0.00	0.78	0.86	0.19	0.32	5.12	0.93	0.49	6.92	2.81	1.87	1.20	0.22	0.21	1.61	2.48
BL34806	RP11-305M3.3	1.98	0.82	0.36	62.25	38.89	15.99	4.57	1.66	1.99	46.03	8.36	8.91	9.20	19.96	1.03	3.14	9.19
BL34809	NRF1	1.36	36.56	64.04	18.48	13.49	10.36	13.28	10.39	6.66	6.84	13.74	6.35	5.86	11.24	4.33	8.64	12.39
BL34833	ZNF678	1.57	1.54	1.06	1.22	1.12	0.98	2.60	0.38	5.26	2.60	1.13	1.22	0.94	2.38	0.26	1.94	1.17
BL34881	Hypp5722	0.00	0.23	0.12	0.00	0.56	0.37	2.28	0.00	0.30	0.14	0.23	0.09	0.16	0.64	0.00	0.41	0.72
BL34891	Hypp5718	0.00	0.00	0.06	0.16	0.29	23.52	2.56	0.22	0.44	0.57	4.38	0.39	0.08	0.03	0.50	2.65	7.54
BL34899	Hypp15385	0.00	0.00	0.23	0.00	0.00	0.30	0.09	0.54	0.65	0.89	0.23	0.56	0.06	0.29	0.18	2.51	0.09
BL34923	Hypp5271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL34975	ZNF98	0.56	0.84	0.75	0.74	0.56	0.21	0.15	0.19	0.17	0.24	0.00	0.12	0.13	5.07	0.23	0.10	0.27
BL34983	LRRC4B	0.00	0.01	0.00	0.00	0.01	0.86	0.01	0.02	0.07	0.00	0.00	0.00	0.00	0.01	0.02	2.24	0.90
BL35058	LMO1	0.00	0.00	0.10	0.00	0.08	1.81	0.06	0.00	0.48	0.28	0.05	0.12	0.12	0.20	0.01	4.61	1.13
BL35064	BTBD3	0.33	54.03	32.52	38.59	30.18	9.77	11.98	10.82	13.67	13.42	10.74	5.24	4.57	8.51	8.57	20.05	26.30
BL35156	C6orf64	6.09	1.50	5.01	12.31	13.69	15.30	31.39	11.37	6.40	18.19	9.05	12.23	10.80	26.34	16.04	10.57	21.71
BL35184	ANGPTL1	0.00	0.04	0.45	0.03	0.40	0.12	0.12	42.91	0.00	76.25	0.82	2.91	2.81	0.00	4.26	0.04	0.31
BL35185	PRSS12	0.00	0.00	0.23	0.02	0.27	0.47	1.33	15.62	0.14	56.55	0.93	2.44	6.12	0.06	1.55	0.13	0.18
BL35191	CD163	0.00	0.00	0.03	0.00	0.10	0.04	0.37	0.00	0.20	3.08	1.30	1.43	2.27	0.36	1.89	0.19	0.03
BL35200	Hypp15927	0.30	0.00	148.83	0.16	0.61	2.39	0.02	0.00	0.24	0.00	0.02	0.03	0.00	0.00	0.00	0.32	0.74
BL35222	KIAA1958	2.07	0.77	0.44	0.58	0.42	0.39	0.79	0.36	2.60	0.47	0.80	0.51	0.46	2.65	0.17	0.89	0.81
BL35311	ENSG00000269715	102.49	37.81	14.22	14.73	11.85	10.90	12.04	10.52	13.81	21.04	16.81	10.44	7.26	18.14	6.74	9.32	8.58
BL35346	TDRD3	1.34	19.88	5.17	4.09	7.14	3.07	6.36	7.95	24.23	8.46	4.52	2.85	3.11	6.83	6.36	5.14	11.93
BL35369	ZNF624	2.08	3.58	7.26	4.89	1.97	1.38	1.30	0.89	9.60	1.05	0.51	0.32	0.50	5.56	0.67	1.38	0.80
BL35436	CHCHD7	115.78	84.59	12.93	18.54	33.93	16.93	11.38	16.21	45.38	18.84	21.33	10.07	11.65	45.25	33.18	17.91	13.81
BL35485	GAL3ST1	0.12	0.00	0.09	0.08	0.06	0.16	5.57	0.07	0.08	2.84	0.04	0.05	0.45	0.07	0.78	0.02	0.05
BL35502	Hypp10370	0.00	0.03	0.04	0.00	0.00	0.11	0.02	0.00	0.37	0.00	0.03	0.02	0.06	1.28	0.05	0.12	0.00
BL35562	Hypp3986	0.23	9.22	3.89	6.48	9.09	27.27	10.31	10.87	53.77	22.18	9.05	7.27	5.55	50.64	16.41	16.53	15.00
BL35608	TNKS	3.64	9.86	1.16	9.60	7.58	5.03	10.25	2.20	135.29	25.65	9.21	3.00	5.96	28.31	9.93	10.82	12.03
BL35642	Hypp4436	0.00	0.00	0.00	0.00	0.00	0.23	0.34	0.00	0.00	0.00	0.00	0.35	0.22	0.00	0.00	0.00	0.00
BL35673	ST8SIA2	0.02	0.04	0.25	0.47	6.35	11.22	1.23	0.38	0.53	0.98	0.64	0.43	0.24	5.88	1.55	17.10	7.54
BL35699	Hypp13200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL35711	Hypp9864	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL35716	ZSWIM3	0.06	0.12	0.46	1.35	3.23	1.28	4.55	1.41	1.39	3.18	0.53	0.61	1.03	4.50	1.10	3.85	5.99
BL35720	Hypp9609	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.03	0.77	0.08	1.43	0.00	0.24	0.05	0.00
BL35778	Hypp14708	0.00	0.48	0.32	0.67	0.59	0.51	1.83	3.18	2.30	4.73	0.95	1.20	0.84	1.80	0.54	3.79	0.65
BL35839	Hypp7112	0.93	8.84	1.49	0.33	0.76	1.45	4.15	6.23	6.61	4.76	3.75	2.96	2.25	9.74	3.86	5.26	5.54
BL35850	ARSB	0.35	0.26	0.39	0.90	0.20	0.17	68.91	552.66	0.59	1.48	0.18	0.02	0.08	0.15	8.97	0.19	1.34
BL35869	MFGE8	0.00	0.01	0.49	0.39	0.00	0.18	0.02	0.06	0.32	9.24	0.54	0.06	0.18	0.31	0.13	0.19	0.37
BL35883	ZNF782	0.31	1.35	1.02	1.75	2.78	3.74	1.39	0.26	3.33	0.86	3.40	1.43	1.53	2.56	0.12	1.62	1.26
BL35949	Hypp6901	0.25	0.00	0.00	0.00	0.03	0.15	0.59	3.46	0.34	0.08	0.08	0.06	0.37	0.03	0.18	0.16	0.53
BL35958	KBTBD6	1.43	1.17	36.65	0.04	0.11	0.01	0.17	0.00	1.77	0.00	0.00	0.02	0.01	0.38	0.15	0.00	0.02
BL36043	ZNF436	0.24	0.24	1.88	4.66	1.57	0.66	1.27	1.03	1.18	1.51	0.47	2.32	1.06	6.09	0.85	1.39	1.08
BL36100	OTUD3	9.94	6.69	2.15	3.54	7.49	4.36	8.28	4.38	4.78	13.38	6.88	4.61	3.86	5.68	3.78	8.44	6.36
BL36192	HAO1	0.00	0.00	0.02	0.00	0.08	0.28	9.87	0.00	0.29	0.00	0.17	0.43	0.13	0.29	0.00	0.71	2.35
BL36226	FAM155B	0.05	0.09	0.05	0.07	0.06	0.33	0.40	0.09	0.30	0.09	0.57	0.11	0.28	0.55	0.15	2.17	0.73
BL36313	CTSL1	0.01	0.08	0.16	0.04	0.01	9.59	0.95	1.98	0.18	0.86	0.42	59.76	84.99	0.77	0.03	0.16	0.79
BL36334	Hypp9080	0.00	0.00	1.37	3.13	2.28	4.20	1.45	0.00	0.22	0.00	7.27	0.85	2.25	0.10	0.03	2.66	2.50
BL36374	Hypp5876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL36375	CYP2C8	0.11	0.00	0.08	0.04	0.00	3.01	16.84	10.26	0.22	0.67	1.32	1.42	1.07	0.13	0.77	0.10	0.60
BL36391	TRIM2	0.00	0.00	0.00	0.00	0.04	0.00	0.39	0.00	0.13	0.00	0.00	0.55	0.16	0.31	0.14	0.21	0.24
BL36401	ACSF2	0.04	0.07	14.23	30.03	10.43	0.14	0.81	0.01	1.50	0.24	1.01	0.02	0.01	2.09	0.07	0.03	0.32
BL36447	NEURL4	32.40	13.51	5.94	22.10	19.72	19.81	27.07	28.34	12.74	49.60	19.58	11.44	7.14	36.08	13.56	39.78	22.62
BL36555	VCX3B	0.00	0.00	0.00	0.00	2.03	2.37	0.00	0.00	0.00	0.00	1.71	0.00	0.00	0.00	0.00	167.58	29.76
BL36639	HSD11B1	0.11	0.67	1.16	0.04	0.00	0.80	2.12	2.28	0.68	1.71	15.74	54.08	63.32	1.46	1.67	0.66	1.38
BL36640	RFXAP	0.77	3.95	2.69	4.38	4.62	3.10	4.74	5.30	5.13	3.95	3.06	3.61	2.57	5.49	5.54	4.86	4.81
BL36743	Hypp14272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL36754	Hypp8634	0.00	0.00	0.01	0.00	0.02	5.82	2.96	0.92	0.09	0.04	0.11	0.11	0.11	0.00	0.10	0.68	1.45
BL36795	Hypp5944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL36803	Hypp2244	6.78	7.13	8.02	13.21	9.86	17.58	8.87	12.13	27.03	12.67	8.42	6.56	14.62	17.27	14.70	17.35	41.84
BL36951	Hypp5520	0.54	4.26	0.11	0.34	0.41	0.11	0.34	0.00	0.46	0.42	0.00	0.35	0.11	0.54	0.00	0.89	0.51
BL36957	Hypp5951	0.11	0.14	1.55	1.18	0.44	0.16	0.64	0.95	0.77	0.15	0.08	0.16	0.16	0.45	0.15	0.64	0.58
BL36986	Hypp5949	0.00	0.00	0.67	0.58	0.01	0.84	0.09	0.02	0.05	0.02	0.03	0.02	0.00	0.00	0.00	0.05	0.06
BL37043	Hypp12740	0.00	0.00	0.01	0.00	0.01	16.23	0.07	0.00	0.09	0.04	97.17	1.39	2.54	0.18	0.17	0.08	0.41
BL37059	ACAN	0.05	0.00	0.28	0.45	0.04	0.07	0.35	0.82	0.35	0.08	0.00	0.02	0.00	0.18	0.05	0.06	0.00
BL37081	Hypp14265	0.33	0.00	0.07	0.07	0.03	0.29	0.00	0.00	0.17	1.33	0.00	0.00	1.16	2.81	0.00	0.13	0.30
BL37124	Hypp14822	42.08	5.74	2.51	0.72	1.55	0.08	0.11	0.02	0.91	0.49	0.00	0.05	0.00	4.17	0.01	0.06	0.01
BL37208	CHRM2	0.00	0.01	1.25	1.19	0.00	0.18	0.02	0.00	0.04	0.10	0.10	0.11	0.11	0.03	0.02	0.01	0.02
BL37222	AL603926.3	0.55	1.44	0.46	0.50	0.11	0.18	0.51	0.14	0.55	0.34	0.05	0.06	0.09	3.66	0.10	0.51	0.44
BL37342	Hypp14557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL37408	P2RX7	0.03	0.00	0.16	0.14	0.10	0.71	0.03	0.00	0.44	0.16	0.43	0.10	0.17	0.00	0.07	0.11	5.75
BL37415	B3GALT1	0.00	0.00	0.20	0.85	0.59	0.66	2.28	1.12	0.31	1.03	0.02	0.06	0.25	0.22	0.37	0.20	0.14
BL37455	Hypp689	0.03	3.56	1.61	0.37	3.72	1.00	3.14	0.00	0.46	0.00	3.03	0.50	0.14	4.12	0.01	2.52	3.45
BL37473	ZNF83	0.06	0.15	0.09	0.14	0.05	0.05	0.13	0.19	2.03	0.05	0.00	0.03	0.02	1.15	0.23	0.17	0.11
BL37514	Hypp3291	0.98	0.74	8.45	0.19	0.65	1.11	1.72	0.02	0.00	0.00	1.28	1.87	0.19	0.00	0.02	1.84	1.67
BL37650	PLA2G2E	0.51	1.20	2.44	1.63	1.33	2.07	4.04	1.50	0.74	3.97	2.91	9.03	14.35	2.36	0.57	2.56	3.10
BL37663	ZNF184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL37717	C1orf128	2.39	4.62	1.82	1.59	2.90	3.96	3.86	7.15	12.05	5.53	7.95	5.75	3.64	17.22	10.68	8.00	10.22
BL37817	Hypp13395	0.00	0.00	2.05	1.46	0.20	0.14	0.12	0.03	0.74	0.00	0.16	0.08	0.09	0.00	0.00	0.29	0.79
BL37818	Hypp13396	0.00	0.00	6.14	2.27	0.86	0.65	5.72	0.10	0.55	0.00	9.12	2.10	0.17	0.05	0.10	0.36	1.12
BL37878	ST8SIA2	0.00	0.00	0.21	0.00	0.04	0.09	0.23	0.15	0.02	0.00	0.00	0.00	0.00	0.05	0.15	0.00	0.00
BL37881	PIF1	0.01	0.00	0.70	0.03	1.82	0.10	0.06	0.01	0.00	0.02	0.02	0.01	0.20	0.03	0.04	0.05	0.06
BL37909	Hypp9794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL37948	SDR16C5	2.95	4.46	4.23	2.90	5.27	10.42	49.26	40.96	3.43	9.25	9.19	17.54	26.05	4.43	12.88	6.74	6.06
BL38019	TMEM22	0.00	0.02	3.72	4.30	1.08	0.26	3.05	3.26	0.02	0.14	0.81	0.04	0.12	0.10	0.63	0.04	0.17
BL38046	GEMIN6	0.00	6.17	0.98	4.90	3.11	1.82	1.15	0.78	10.53	2.40	9.86	4.00	0.51	8.59	1.14	2.03	2.71
BL38059	FUT5	0.00	0.01	0.01	0.01	0.00	0.02	8.75	0.80	0.00	0.15	0.10	0.10	0.04	0.00	0.18	0.14	0.16
BL38132	FAM69C	1.17	1.90	0.94	0.34	0.81	0.53	1.78	2.27	1.34	6.92	0.63	0.39	0.40	1.80	0.66	0.71	0.70
BL38150	Hypp672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL38166	Hypp2985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL38206	Hypp678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL38230	NPC2	0.01	0.05	0.11	0.04	0.34	17.45	0.04	0.00	0.10	0.82	0.07	0.02	0.06	0.00	0.00	0.97	0.49
BL38240	Hypp11233	0.11	0.03	3.63	1.81	3.50	11.26	25.95	11.11	7.78	3.73	6.56	28.92	4.70	108.63	11.79	10.17	7.24
BL38251	C21orf59	8.46	6.65	5.31	56.45	39.66	22.34	5.28	6.70	3.49	12.57	17.53	11.57	7.39	27.05	4.60	4.04	5.68
BL38300	FGFR4	0.00	0.00	0.56	0.00	0.00	0.00	0.58	2.94	0.00	7.25	0.00	0.00	0.39	0.00	0.86	0.00	0.00
BL38318	Hypp2472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL38343	Hypp7561	0.18	0.22	2.94	2.47	2.66	0.72	9.23	1.27	1.34	10.70	1.60	5.11	0.58	0.19	0.42	1.35	2.00
BL38347	AL603926.3	3.95	2.87	0.46	0.92	0.31	0.21	0.11	0.01	1.48	0.04	0.04	0.00	0.02	2.11	0.36	0.13	0.13
BL38386	Hypp6002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL38388	RP11-884K10.5	12.47	14.93	51.70	60.20	82.52	87.58	93.98	145.93	31.65	61.64	144.76	82.70	59.41	35.37	119.32	79.39	73.49
BL38406	PRSS7	0.00	0.00	0.69	0.00	0.05	0.46	1.93	0.11	0.67	0.35	1.36	1.12	1.95	0.18	0.84	1.14	1.65
BL38412	FAM55C	0.04	0.02	0.49	0.12	0.23	0.29	57.44	13.67	0.19	0.06	0.11	0.01	0.12	0.09	0.61	0.22	1.67
BL38441	NPHP3	0.00	0.00	0.04	0.00	0.02	0.19	2.03	6.72	0.38	0.30	0.22	1.77	0.00	0.54	1.02	0.15	0.09
BL38522	Hypp12703	0.01	0.04	81.03	27.51	13.40	0.99	0.12	0.23	0.12	0.36	0.10	0.04	0.08	0.43	0.11	0.11	0.00
BL38530	LCTL	0.00	0.00	1.05	0.12	0.15	8.46	0.00	0.00	0.08	0.46	11.75	26.68	22.65	2.48	2.04	0.12	0.00
BL38606	DOT1L	74.10	62.48	42.09	66.82	51.42	20.82	23.77	48.83	33.52	25.54	27.96	24.00	11.96	21.35	11.46	15.12	16.36
BL38741	ZNF300	0.14	0.29	3.76	0.62	0.32	0.21	0.43	0.32	1.74	0.34	0.07	0.12	0.42	1.69	0.25	0.79	0.70
BL38745	Hypp2601	0.00	0.06	0.10	0.28	0.12	0.30	0.05	2.15	0.18	3.46	0.34	0.70	0.81	0.13	0.87	0.20	0.08
BL38748	Hypp5625	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.35	0.43	0.00	0.00	0.00	0.00	1.66
BL38750	ZNF160	1.67	8.51	1.67	15.00	1.15	0.75	1.69	0.92	4.86	3.90	0.82	0.92	0.87	3.27	1.55	2.08	1.66
BL38841	TEK	0.00	0.00	0.00	0.00	0.03	2.75	0.04	0.70	0.00	0.00	0.10	0.00	0.10	0.12	0.00	0.03	0.15
BL38853	MTNR1A	0.00	0.04	0.08	0.15	0.54	1.78	0.30	0.06	0.06	0.05	0.07	0.86	2.10	0.09	0.58	0.97	0.22
BL38864	ST8SIA4	0.01	0.00	0.53	0.69	0.16	0.73	1.18	5.77	0.09	2.43	1.58	1.53	0.32	1.94	0.41	1.34	0.71
BL38877	ENSG00000261109	0.03	0.09	43.48	43.80	20.46	12.85	20.78	25.45	3.74	10.08	2.07	0.87	2.66	0.97	7.04	22.02	56.02
BL38892	HMCN1	0.00	0.00	0.00	0.00	0.00	2.88	0.03	0.00	0.05	0.06	0.01	0.00	0.00	0.06	0.00	8.02	3.27
BL38921	C1orf201	0.13	1.10	25.89	22.25	8.56	6.49	1.62	0.43	1.16	12.79	5.96	3.17	1.74	32.10	0.82	0.33	0.67
BL38925	Hypp15843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL38941	INPP5A	1.17	1.51	1.90	2.53	3.31	6.82	1.93	0.44	0.54	1.17	2.60	1.36	1.76	2.81	0.32	3.97	2.50
BL39017	GAL3ST3	0.02	0.00	0.03	0.00	0.07	2.04	0.43	0.03	1.10	0.04	0.05	0.05	0.11	1.47	3.75	9.50	2.83
BL39045	CNTNAP1	0.17	0.36	17.67	62.13	95.91	75.93	475.46	0.89	51.71	69.52	3.27	3.88	36.33	114.55	79.18	39.16	200.58
BL39064	Hypp5341	0.00	0.00	0.00	0.00	0.00	0.00	1.44	0.00	0.00	0.00	0.00	0.00	1.91	0.00	0.00	0.00	0.72
BL39145	Hypp8414	2.21	15.47	31.50	26.93	5.26	2.18	3.06	5.47	2.28	7.62	2.57	4.07	1.48	5.04	2.55	4.10	2.72
BL39154	Hypp3969	0.00	0.01	1.16	57.03	11.81	22.69	28.41	21.92	0.15	1.30	0.38	0.32	0.19	0.21	0.78	2.08	2.19
BL39188	LRRC4B	0.00	0.02	0.23	0.05	0.01	31.42	1.25	0.17	0.30	0.47	0.11	0.02	0.11	1.34	111.83	0.44	1.24
BL39214	Hypp4357	0.10	1.12	0.49	1.07	0.96	1.46	3.47	1.97	1.01	0.95	0.77	0.14	1.71	0.37	0.07	1.95	2.45
BL39249	Hypp1618	0.00	0.00	0.00	0.01	0.02	2.12	1.11	1.52	0.09	0.03	0.00	0.00	0.00	0.29	0.07	0.05	0.00
BL39260	Hypp1484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL39281	APEX1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL39291	BCAS2	49.21	125.43	151.92	66.63	33.12	13.43	16.90	14.13	66.54	25.30	24.47	18.66	9.19	51.89	9.76	16.73	13.49
BL39343	PLK3	0.00	0.00	0.02	0.04	0.03	0.13	0.05	0.00	0.35	0.02	0.01	0.00	0.03	2.88	0.02	0.04	0.05
BL39526	NPFFR2	0.00	0.02	0.07	0.00	0.08	2.71	0.00	0.01	0.02	0.00	0.01	0.00	0.00	0.14	0.00	26.25	12.11
BL39528	Hypp11099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL39533	SSTR2	0.00	0.06	8.48	5.34	1.43	4.64	13.46	19.80	0.05	0.03	0.16	2.62	0.05	0.40	0.96	5.34	1.29
BL39542	Hypp8039	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL39547	Hypp8035	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.00	0.00	0.00
BL39549	ZNF235	0.27	0.27	0.29	0.30	0.56	0.53	0.44	0.00	0.19	0.46	0.01	0.20	0.09	22.79	0.05	0.20	0.29
BL39557	Hypp14666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL39558	PCOLCE	0.00	0.01	0.05	0.00	0.02	2.93	0.00	0.00	0.08	0.00	0.01	0.00	0.00	0.26	0.03	5.94	2.95
BL39607	Hypp2249	0.00	0.04	0.03	2.69	1.29	3.63	0.32	0.04	0.26	0.97	0.11	0.45	0.49	0.40	0.59	0.11	0.00
BL39649	Hypp5834	0.00	0.16	0.00	0.00	0.34	0.14	1.26	0.21	0.19	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00
BL39656	TNR	0.00	0.00	0.02	0.02	0.00	7.54	0.06	0.02	0.25	0.57	0.85	230.69	861.09	0.47	0.46	0.28	2.64
BL39657	ANGPTL2	0.00	0.04	0.02	0.04	0.01	0.71	0.05	0.00	0.12	0.00	0.02	0.13	0.16	0.16	0.38	11.43	2.24
BL39659	ZNF862	0.01	0.06	0.30	0.04	0.11	0.12	0.03	0.00	1.23	0.01	0.40	0.06	1.61	0.25	0.00	0.49	0.45
BL39663	Hypp13580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL39669	Hypp2917	19.20	24.77	48.90	36.61	16.78	27.94	68.97	19.53	149.70	18.04	35.67	32.41	13.95	11.86	32.38	16.13	25.49
BL39811	GAL3ST1	0.00	0.00	2.44	9.63	3.24	0.13	7.99	13.62	0.11	0.06	0.01	0.00	0.01	0.13	0.27	0.22	0.37
BL39839	Hypp5039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL39844	TTN	0.00	0.00	0.00	0.00	0.90	4.08	0.42	0.00	0.77	0.00	0.03	0.00	0.08	0.20	4.01	0.00	0.23
BL39845	TTN	0.00	0.00	0.01	0.00	0.83	3.03	0.23	0.00	0.46	0.02	0.03	0.00	0.05	0.22	2.32	0.05	0.16
BL39847	TTN	0.00	0.00	0.00	0.00	1.08	1.97	0.23	0.00	0.18	0.00	0.11	0.00	0.04	0.25	2.62	0.00	0.00
BL39918	MET	0.00	0.00	0.04	0.02	0.24	0.02	2.05	4.60	0.18	14.61	0.78	0.07	0.04	0.07	0.13	0.38	0.54
BL39961	Hypp4872	0.00	0.00	0.10	0.16	0.04	0.10	0.08	0.01	0.42	0.04	0.00	0.04	0.00	0.00	0.01	0.02	0.08
BL40000	Hypp3512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL40007	Hypp12913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL40041	FUT5	0.00	0.00	0.00	0.00	0.00	0.26	23.72	143.18	0.09	0.38	0.04	0.00	0.01	0.06	2.39	0.02	0.48
BL40049	Hypp15990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL40051	VWDE	0.01	0.04	0.12	0.04	0.05	0.17	0.07	0.08	0.14	0.16	0.24	19.84	1.91	0.73	0.03	0.13	0.08
BL40056	Hypp9814	0.00	0.00	0.54	0.11	0.34	0.52	0.25	0.00	0.77	0.21	0.43	0.26	0.51	0.45	0.08	1.64	2.30
BL40068	ZFP64	3.59	5.48	1.46	1.30	0.70	0.67	1.10	0.21	4.91	0.46	0.14	0.27	0.42	4.92	0.68	0.80	0.47
BL40070	ZSCAN5C	0.34	1.47	0.34	0.29	0.24	0.43	0.50	0.23	1.39	0.73	0.05	0.20	0.20	4.13	0.70	0.93	0.63
BL40122	KAL1	9.17	3.73	9.56	0.62	0.88	5.72	3.28	3.56	3.78	4.08	0.78	0.46	1.65	1.85	0.51	17.22	8.01
BL40145	Hypp9163	0.00	0.00	0.06	0.54	0.00	0.20	0.00	0.00	1.19	0.25	0.77	15.62	0.20	0.00	0.00	0.00	0.00
BL40251	LPHN2	1.12	1.80	0.88	0.32	0.38	1.84	0.48	0.09	2.53	0.36	0.17	0.07	0.02	0.75	0.82	1.39	0.33
BL40278	LGI1	0.07	0.11	0.29	4.81	38.97	8.53	28.88	1.32	3.72	11.18	1.31	0.81	2.53	6.90	12.30	9.55	16.63
BL40279	Hypp10773	0.00	0.00	0.00	0.00	0.03	0.78	0.02	0.12	0.04	0.00	0.00	0.00	0.01	0.06	0.02	0.25	0.60
BL40301	IGFALS	0.00	0.00	0.03	0.01	0.06	2.26	0.36	0.12	0.18	0.02	9.26	8.00	2.84	0.11	0.59	0.25	0.27
BL40306	IGFALS	0.00	0.00	0.01	0.00	0.14	1.56	0.95	0.99	0.87	5.20	11.87	3.81	4.62	0.24	0.53	0.95	0.59
