FID	NbGenes	NbSpecies	NbDesc	Strata	Losses	Panther Name
PTHR23180	1	1	1	Calmil		Centaurin/arf
PTHR12726:SF5	1	1	1	Calmil		Not found
PTHR24278:SF29	1	1	1	Calmil		Subfamily not named
PTHR24221:SF558	3	3	23	Deuterostomia	Hemichordata,Cephalochordata,Cyclostomata,Chipun,Osteichthyes	Not found
PTHR31007:SF4	4	3	11	Gnathostomata	Chipun,Holostei,Sarcopterygia	Si:dkey-112a7.4-related
PTHR46037	3	3	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Hyperoartia,Eptbur,Chipun,Osteichthyes	Family not named
PTHR31184	2	2	11	Gnathostomata	Chipun,Holostei,Orylat,Sarcopterygia	Family not named
PTHR11242:SF0	1	1	1	Calmil		Aryl hydrocarbon receptor interacting protein (aip) related
PTHR23423:SF83	5	3	11	Gnathostomata	Chipun,Holostei,Sarcopterygia	Not found
PTHR45652:SF7	3	3	11	Gnathostomata	Chipun,Holostei,Sarcopterygia	Subfamily not named
PTHR19241	1	1	1	Calmil		Atp-binding cassette transporter
PTHR32001	1	1	1	Calmil		Family not named
PTHR10878:SF38	3	3	11	Gnathostomata	Chipun,Holostei,Sarcopterygia	Dix domain-containing 1b
PTHR23405	1	1	1	Calmil		Maintenance of killer 16  mak16  protein-related
PTHR16295	1	1	1	Calmil		Traf-type zinc finger protein-related
PTHR23262	1	1	1	Calmil		Keratin associated protein
PTHR11353:SF21	1	1	1	Calmil		T-complex protein 1 subunit zeta
PTHR45793:SF19	5	3	11	Gnathostomata	Chipun,Holostei,Sarcopterygia	Not found
PTHR35308:SF13	1	1	1	Calmil		Not found
PTHR24119:SF0	1	1	1	Calmil		Acyl-coa-binding domain-containing protein 6
PTHR48043:SF48	14	3	11	Gnathostomata	Chipun,Holostei,Sarcopterygia	Not found
PTHR47977:SF11	3	3	11	Gnathostomata	Chipun,Holostei,Sarcopterygia	Not found
PTHR24047:SF30	1	1	1	Calmil		Not found
PTHR21094:SF4	1	1	1	Calmil		Not found
PTHR19325:SF550	4	4	11	Gnathostomata	Chipun,Holostei,Tetrapoda	Not found
PTHR10196:SF94	1	1	1	Calmil		Not found
PTHR48015:SF17	1	1	1	Calmil		Not found
PTHR10615:SF193	1	1	1	Calmil		Not found
PTHR12835	1	1	1	Calmil		Biotin protein ligase
PTHR23266	1	1	1	Calmil		Immunoglobulin heavy chain
PTHR42812	1	1	1	Calmil		Family not named
PTHR22799:SF6	6	4	11	Gnathostomata	Chipun,Holostei,Tetrapoda	Collectin-11
PTHR24361:SF824	1	1	1	Calmil		Not found
PTHR13162	1	1	1	Calmil		Ccr4-not transcription complex
PTHR46641	1	1	1	Calmil		Family not named
PTHR33110:SF75	1	1	1	Calmil		Not found
PTHR23272:SF160	1	1	1	Latcha		Not found
PTHR11334	4	1	1	Latcha		Mas-related g-protein coupled receptor
PTHR45674:SF3	1	1	1	Latcha		Subfamily not named
PTHR47172:SF25	1	1	1	Latcha		Not found
PTHR11510:SF5	1	1	1	Latcha		Inositol-3-phosphate synthase 1
PTHR31004:SF4	3	3	9	Osteichthyes	Holostei,Tetrapoda	Not found
PTHR47055	3	1	1	Latcha		Family not named
PTHR13962	1	1	1	Latcha		Family not named
PTHR11588:SF273	1	1	1	Latcha		Tubulin beta-3 chain
PTHR15357	1	1	1	Latcha		Family not named
PTHR42861:SF92	6	3	9	Osteichthyes	Holostei,Tetrapoda	Not found
PTHR31204	3	3	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Orylat,Tetrapoda	Family not named
PTHR10784:SF0	2	2	19	Chordata	Brabel,Braflo,Cyclostomata,Chondrichthyes,Actinopterygii,Tetrapoda	Eukaryotic translation initiation factor 6
PTHR14353	1	1	1	Latcha		Myristoylated alanine-rich c-kinase substrate  marcks
PTHR22902:SF11	4	3	9	Osteichthyes	Holostei,Tetrapoda	Zgc:153733
PTHR45771:SF14	2	2	9	Osteichthyes	Holostei,Danrer,Tetrapoda	Not found
PTHR23055:SF64	3	3	9	Osteichthyes	Holostei,Tetrapoda	Neurocalcin-delta b
PTHR11759:SF58	1	1	1	Latcha		Not found
PTHR23266:SF113	1	1	1	Latcha		Subfamily not named
PTHR11485	2	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Tetrapoda	Transferrin
PTHR24377:SF919	1	1	1	Latcha		Not found
PTHR46454:SF16	1	1	1	Latcha		Not found
PTHR24353:SF140	1	1	1	Latcha		Not found
PTHR46879:SF2	4	3	9	Osteichthyes	Holostei,Tetrapoda	Not found
PTHR18952:SF230	5	3	9	Osteichthyes	Holostei,Tetrapoda	Not found
PTHR31674:SF56	1	1	1	Latcha		Not found
PTHR22745	2	2	9	Osteichthyes	Holostei,Orylat,Tetrapoda	Prothymosin alpha
PTHR24071:SF37	1	1	1	Latcha		Not found
PTHR12970	1	1	1	Latcha		Tumor necrosis factor superfamily, member 5-induced protein 1  clast3
PTHR13341	2	2	9	Osteichthyes	Holostei,Danrer,Tetrapoda	Mir-interacting saposin-like protein
PTHR34587	1	1	1	Latcha		Family not named
PTHR24068:SF177	1	1	1	Latcha		Ubiquitin-conjugating enzyme e2 10
PTHR10605:SF11	1	1	1	Latcha		Heparan sulfate glucosamine 3-o-sulfotransferase 4
PTHR15907:SF154	2	2	9	Osteichthyes	Holostei,Danrer,Tetrapoda	Not found
PTHR24409:SF361	1	1	1	Latcha		Not found
PTHR23299:SF38	1	1	1	Latcha		Subfamily not named
PTHR22912	1	1	1	Latcha		Disulfide oxidoreductase
PTHR31058	1	1	1	Latcha		Family not named
PTHR14787	2	2	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Actinopterygii,Tetrapoda	Family not named
PTHR24026:SF109	2	2	19	Chordata	Brabel,Braflo,Cyclostomata,Chondrichthyes,Actinopterygii,Tetrapoda	Not found
PTHR46375:SF1	3	3	9	Osteichthyes	Holostei,Tetrapoda	Subfamily not named
PTHR19857:SF19	2	2	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Tetrapoda	Subfamily not named
PTHR12002:SF32	3	3	9	Osteichthyes	Holostei,Tetrapoda	Claudin
PTHR19359	1	1	1	Latcha		Cytochrome b5
PTHR31912:SF31	15	4	23	Deuterostomia	Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Orylat,Tetrapoda	Not found
PTHR13620:SF94	1	1	1	Latcha		Not found
PTHR44337:SF20	1	1	1	Latcha		Not found
PTHR23105:SF185	2	2	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Actinopterygii,Tetrapoda	Not found
PTHR15825:SF4	1	1	1	Latcha		Not found
PTHR24230:SF86	6	3	9	Osteichthyes	Holostei,Tetrapoda	Leukotriene b4 receptor 2a-related
PTHR43038:SF5	4	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Tetrapoda	Re14039p
PTHR23105:SF174	4	3	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Orylat,Tetrapoda	Not found
PTHR16736:SF4	4	3	9	Osteichthyes	Holostei,Tetrapoda	Subfamily not named
PTHR31980	1	1	1	Latcha		Family not named
PTHR24366:SF31	3	3	9	Osteichthyes	Holostei,Tetrapoda	Si:ch211-237i5.4
PTHR23349:SF104	3	3	9	Osteichthyes	Holostei,Tetrapoda	Not found
PTHR10271:SF14	13	2	2	Euteleostei		Interferon-induced protein with tetratricopeptide repeats 16
PTHR23344:SF49	2	2	2	Euteleostei		Glycerophosphodiester phosphodiesterase domain-containing 5a
PTHR11431:SF106	2	2	2	Euteleostei		Not found
PTHR23267:SF444	15	1	1	Orylat		Not found
PTHR24351:SF201	1	1	1	Orylat		Subfamily not named
PTHR11878:SF66	2	2	2	Euteleostei		Subfamily not named
PTHR14139:SF6	2	2	2	Euteleostei		Not found
PTHR43066:SF12	2	2	2	Euteleostei		Not found
PTHR12127:SF20	2	2	2	Euteleostei		Subfamily not named
PTHR31022:SF6	2	2	2	Euteleostei		Not found
PTHR24559:SF413	9	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR16675:SF193	12	2	2	Euteleostei		Mhc class i antigen zba transcript variant 1-related
PTHR31025:SF16	44	2	2	Euteleostei		Not found
PTHR11346:SF112	10	2	2	Euteleostei		Galectin
PTHR45935:SF19	1	1	1	Orylat		Not found
PTHR10845:SF245	2	2	2	Euteleostei		Regulator of g-protein-signaling 16
PTHR10543:SF107	2	2	2	Euteleostei		Not found
PTHR33332:SF31	11	2	19	Chordata	Brabel,Braflo,Cyclostomata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR24058:SF53	52	1	1	Orylat		Homeodomain-interacting protein kinase 2
PTHR21472:SF17	2	2	2	Euteleostei		Subfamily not named
PTHR12245:SF13	2	1	1	Orylat		Subfamily not named
PTHR11653:SF18	2	2	2	Euteleostei		Not found
PTHR46311:SF2	2	2	2	Euteleostei		Calcium-binding protein 7b
PTHR21646:SF82	13	2	2	Euteleostei		Not found
PTHR19957:SF223	4	2	2	Euteleostei		Zgc:165520
PTHR15196:SF1	3	2	2	Euteleostei		Not found
PTHR23239:SF351	2	2	2	Euteleostei		Si:ch211-243g18.2
PTHR10545:SF52	2	2	2	Euteleostei		Spermidine/spermine n1-acetyltransferase family member 2b
PTHR19433:SF129	21	2	2	Euteleostei		Not found
PTHR22917:SF7	3	3	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Sarcopterygia	Vitronectin a
PTHR23036:SF181	2	2	2	Euteleostei		Not found
PTHR45652:SF16	2	2	2	Euteleostei		Subfamily not named
PTHR44170:SF4	3	2	2	Euteleostei		Immunoglobulin superfamily, member 9ba
PTHR46052:SF2	2	2	2	Euteleostei		Phosducin b
PTHR23266:SF335	31	2	2	Euteleostei		Not found
PTHR22775:SF33	2	2	2	Euteleostei		Subfamily not named
PTHR46532:SF12	1	1	1	Orylat		Not found
PTHR11216:SF118	2	2	2	Euteleostei		Sarcalumenin
PTHR18934:SF247	2	2	2	Euteleostei		Not found
PTHR11442:SF91	11	2	2	Euteleostei		Not found
PTHR43340:SF8	2	2	2	Euteleostei		Phosphoribosyl transferase domain containing 1
PTHR23192:SF80	2	2	2	Euteleostei		Not found
PTHR24028:SF290	5	2	2	Euteleostei		Not found
PTHR24327:SF80	4	2	2	Euteleostei		Not found
PTHR10845:SF258	2	2	2	Euteleostei		Not found
PTHR24028:SF288	15	2	2	Euteleostei		Not found
PTHR18966:SF484	5	3	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR45767:SF7	2	2	2	Euteleostei		Not found
PTHR15222	2	2	2	Euteleostei		Nadh-ubiquinone oxidoreductase mnll subunit
PTHR11647:SF94	2	2	2	Euteleostei		Not found
PTHR11202:SF34	2	2	2	Euteleostei		Not found
PTHR15025:SF8	2	2	2	Euteleostei		Not found
PTHR15191:SF9	3	3	19	Chordata	Brabel,Braflo,Cyclostomata,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR19446:SF465	4	1	1	Orylat		Not found
PTHR10903:SF138	2	2	2	Euteleostei		Not found
PTHR21304:SF10	2	2	2	Euteleostei		Not found
PTHR11824:SF11	2	2	2	Euteleostei		Calcium channel, voltage-dependent, beta 2b
PTHR24058:SF126	2	2	2	Euteleostei		Not found
PTHR23098:SF3	4	2	2	Euteleostei		Zgc:153990
PTHR13006:SF10	2	2	2	Euteleostei		Zinc finger protein 395b
PTHR44216:SF6	2	2	2	Euteleostei		Not found
PTHR11022:SF72	2	2	2	Euteleostei		Not found
PTHR15746:SF24	2	2	2	Euteleostei		Not found
PTHR10903:SF158	2	2	2	Euteleostei		Not found
PTHR31022:SF5	2	2	2	Euteleostei		Not found
PTHR10972:SF150	2	2	2	Euteleostei		Oxysterol-binding protein
PTHR23065:SF23	2	2	2	Euteleostei		Protein kinase c and casein kinase substrate in neurons 1a
PTHR24390:SF92	1	1	1	Orylat		Zinc finger protein snai1
PTHR48043:SF130	2	2	2	Euteleostei		Not found
PTHR11071:SF475	4	2	2	Euteleostei		Not found
PTHR26451:SF848	5	2	2	Euteleostei		Odorant receptor 9.2
PTHR21184:SF3	1	1	1	Orylat		Protein fam151b
PTHR24240:SF92	2	2	2	Euteleostei		Subfamily not named
PTHR24061:SF535	12	2	2	Euteleostei		Not found
PTHR24240:SF144	2	2	2	Euteleostei		Melanopsin-like
PTHR10334:SF460	1	1	1	Orylat		Not found
PTHR24232:SF104	2	2	2	Euteleostei		Not found
PTHR24131:SF16	2	2	2	Euteleostei		Not found
PTHR14568:SF12	2	2	2	Euteleostei		Zgc:85843
PTHR44791:SF2	1	1	1	Orylat		Not found
PTHR13388:SF25	2	2	2	Euteleostei		Si:dkey-112m2.1
PTHR31915:SF7	2	2	2	Euteleostei		Tax1-binding protein 1 homolog a
PTHR24410:SF24	2	1	1	Orylat		Subfamily not named
PTHR24078:SF559	2	2	2	Euteleostei		Not found
PTHR45752:SF37	1	1	1	Orylat		Leucine-rich repeat-containing protein 2
PTHR24393:SF39	2	2	2	Euteleostei		Si:ch211-166g5.4
PTHR23238:SF32	3	2	2	Euteleostei		Not found
PTHR31699:SF1	1	1	1	Orylat		Zgc:103759
PTHR11639:SF63	3	3	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Holostei,Sarcopterygia	Protein s100
PTHR26451:SF109	20	2	2	Euteleostei		Odorant receptor-related
PTHR36884:SF1	1	1	1	Orylat		Fip1[v]-like protein
PTHR11304:SF69	2	2	2	Euteleostei		Not found
PTHR24103:SF562	2	2	2	Euteleostei		Subfamily not named
PTHR19306:SF8	2	2	2	Euteleostei		Structural maintenance of chromosomes 6
PTHR13234:SF45	2	2	2	Euteleostei		Si:dkey-197i20.6
PTHR18966:SF541	2	2	2	Euteleostei		Not found
PTHR45638:SF22	4	2	2	Euteleostei		Not found
PTHR10502:SF139	2	2	2	Euteleostei		Annexin
PTHR44157:SF3	2	2	2	Euteleostei		Dnaj (hsp40) homolog, subfamily c, member 11b
PTHR10614:SF10	2	2	2	Euteleostei		Si:ch211-284e13.4
PTHR24240:SF169	3	2	2	Euteleostei		Not found
PTHR11592	2	2	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Glutathione peroxidase
PTHR18952:SF200	5	2	2	Euteleostei		Not found
PTHR23503:SF117	2	2	2	Euteleostei		Not found
PTHR46507:SF3	2	2	2	Euteleostei		Not found
PTHR23122:SF44	3	3	19	Chordata	Brabel,Braflo,Cyclostomata,Chondrichthyes,Holostei,Sarcopterygia	Membrane protein, palmitoylated 6a (maguk p55 subfamily member 6)
PTHR12002:SF171	2	2	2	Euteleostei		Claudin
PTHR21964:SF17	2	2	2	Euteleostei		Breast cancer metastasis suppressor 1
PTHR12019:SF13	2	2	2	Euteleostei		Thymopoietin b
PTHR14132:SF16	4	2	2	Euteleostei		Fxyd domain-containing ion transport regulator 11-related
PTHR45761:SF6	2	2	2	Euteleostei		Not found
PTHR11515:SF28	2	2	2	Euteleostei		Not found
PTHR21338	1	1	1	Orylat		Mitochondrial ribosomal protein l41
PTHR11640:SF131	3	3	23	Deuterostomia	Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR24092:SF177	4	1	1	Orylat		Not found
PTHR11633:SF15	3	2	2	Euteleostei		Not found
PTHR24366:SF137	2	2	2	Euteleostei		Not found
PTHR14102:SF15	2	2	2	Euteleostei		Not found
PTHR10704:SF67	2	2	2	Euteleostei		Not found
PTHR23101:SF121	2	2	2	Euteleostei		Not found
PTHR11407:SF66	1	1	1	Orylat		Not found
PTHR11177:SF332	3	2	2	Euteleostei		Chitinase, acidic.1
PTHR22625:SF59	2	2	2	Euteleostei		Plexin b1a
PTHR23065:SF50	2	2	2	Euteleostei		Zgc:91999
PTHR14096:SF60	16	2	2	Euteleostei		Not found
PTHR24061:SF415	2	2	2	Euteleostei		Si:ch211-203b20.7
PTHR24353:SF135	3	2	2	Euteleostei		Not found
PTHR11886:SF93	3	1	1	Orylat		Not found
PTHR16024:SF25	2	2	2	Euteleostei		Not found
PTHR23349:SF103	3	3	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR45691:SF13	2	2	2	Euteleostei		Not found
PTHR46332:SF4	2	2	2	Euteleostei		Aspartate beta-hydroxylase domain-containing 1
PTHR11157:SF145	2	2	2	Euteleostei		Not found
PTHR24103:SF635	2	2	2	Euteleostei		Not found
PTHR11451:SF42	2	2	2	Euteleostei		Subfamily not named
PTHR11818:SF120	2	2	2	Euteleostei		Not found
PTHR23036:SF185	2	2	2	Euteleostei		Not found
PTHR19446:SF464	7	3	19	Chordata	Brabel,Braflo,Cyclostomata,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR35109:SF2	1	1	1	Orylat		Subfamily not named
PTHR14499:SF129	2	2	2	Euteleostei		Not found
PTHR47052:SF3	2	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR10903:SF139	2	2	2	Euteleostei		Not found
PTHR13088:SF3	3	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Fas apoptotic inhibitory molecule 1
PTHR14096:SF61	2	2	2	Euteleostei		Not found
PTHR45673:SF4	2	2	2	Euteleostei		Serine/threonine-protein phosphatase
PTHR48043:SF120	3	2	2	Euteleostei		Not found
PTHR11683:SF14	2	2	2	Euteleostei		Dmbeta1
PTHR13080:SF13	1	1	1	Orylat		Not found
PTHR48013:SF24	2	2	2	Euteleostei		Not found
PTHR11818:SF112	3	3	19	Chordata	Brabel,Braflo,Cyclostomata,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR22884:SF500	2	2	2	Euteleostei		Not found
PTHR11955:SF81	3	2	2	Euteleostei		Retinol-binding protein 7a, cellular
PTHR11849:SF299	2	2	2	Euteleostei		Not found
PTHR45627:SF5	2	2	2	Euteleostei		Adenylate cyclase 8 (brain)
PTHR10720:SF3	2	2	2	Euteleostei		Subfamily not named
PTHR24061:SF534	9	2	2	Euteleostei		Not found
PTHR24028:SF32	20	2	2	Euteleostei		Protocadherin 1 alpha 6-related
PTHR23251	2	2	2	Euteleostei		Lysine-rich ceacam1 co-isolated protein  lyric protein
PTHR11639:SF126	3	2	2	Euteleostei		Not found
PTHR21213:SF21	3	2	2	Euteleostei		Not found
PTHR39490:SF10	2	2	2	Euteleostei		Not found
PTHR23043:SF34	2	2	2	Euteleostei		Not found
PTHR13884:SF13	1	1	1	Orylat		Not found
PTHR11521:SF26	2	2	2	Euteleostei		Not found
PTHR10159:SF516	2	2	2	Euteleostei		Not found
PTHR47977:SF50	2	2	2	Euteleostei		Not found
PTHR19850:SF35	2	2	2	Euteleostei		Gnb3 protein
PTHR10558:SF6	2	2	2	Euteleostei		Somatostatin 1, tandem duplicate 2
PTHR45652:SF1	2	2	2	Euteleostei		Synemin, intermediate filament protein
PTHR13964:SF41	2	2	2	Euteleostei		Not found
PTHR22793:SF13	2	2	2	Euteleostei		Si:dkeyp-69b9.3
PTHR14965:SF5	2	2	2	Euteleostei		Not found
PTHR24376:SF190	2	2	2	Euteleostei		Not found
PTHR31007:SF5	2	2	2	Euteleostei		Not found
PTHR11950:SF39	2	2	2	Euteleostei		Subfamily not named
PTHR16024:SF19	4	2	2	Euteleostei		Xk-related protein
PTHR15240:SF7	2	2	2	Euteleostei		Not found
PTHR24253:SF134	1	1	1	Orylat		Not found
PTHR24414:SF93	2	2	2	Euteleostei		Not found
PTHR11661:SF2	1	1	1	Orylat		60s ribosomal protein l12
PTHR16840:SF9	2	2	2	Euteleostei		Not found
PTHR45752:SF117	2	2	2	Euteleostei		Not found
PTHR24248:SF177	2	2	2	Euteleostei		Not found
PTHR44663:SF1	2	2	2	Euteleostei		Junctional adhesion molecule 2b
PTHR43108:SF7	2	2	2	Euteleostei		Sulfatase 2a
PTHR24131:SF15	2	2	2	Euteleostei		Not found
PTHR16451:SF13	3	2	2	Euteleostei		Mitochondrial elongation factor 2
PTHR10502:SF178	2	2	2	Euteleostei		Annexin
PTHR11412:SF144	3	2	2	Euteleostei		Subfamily not named
PTHR24064:SF449	4	2	2	Euteleostei		Solute carrier family 22 (organic anion transporter), member 7b, tandem duplicate 1-related
PTHR24061:SF538	4	2	2	Euteleostei		Not found
PTHR47992:SF123	2	2	2	Euteleostei		Not found
PTHR13723:SF159	1	1	1	Orylat		Si:ch211-267e7.3
PTHR13817:SF146	2	2	2	Euteleostei		Not found
PTHR19241:SF320	1	1	1	Orylat		Abc transporter g family member 34-related
PTHR11984:SF104	2	2	2	Euteleostei		Gap junction protein
PTHR22796:SF7	2	2	2	Euteleostei		Si:dkey-202l22.6
PTHR48043:SF52	8	2	2	Euteleostei		Not found
PTHR42152	1	1	1	Orylat		Family not named
PTHR11586:SF42	2	2	2	Euteleostei		Not found
PTHR48099:SF20	4	3	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR10411:SF9	4	2	2	Euteleostei		Growth arrest and dna-damage-inducible, gamma b, tandem duplicate 1
PTHR12198:SF11	2	2	2	Euteleostei		Not found
PTHR10286:SF18	2	2	2	Euteleostei		Pyrophosphatase (inorganic) 1a
PTHR21687:SF6	2	2	2	Euteleostei		Vessel-specific 1
PTHR12974:SF47	2	2	2	Euteleostei		Not found
PTHR22765:SF105	1	1	1	Orylat		Subfamily not named
PTHR24064:SF607	2	2	2	Euteleostei		Not found
PTHR22804:SF55	2	2	2	Euteleostei		Not found
PTHR11711:SF406	4	2	2	Euteleostei		Not found
PTHR46990:SF3	2	2	2	Euteleostei		Not found
PTHR45624:SF46	2	2	2	Euteleostei		Not found
PTHR15919:SF14	2	2	2	Euteleostei		Si:ch211-168f7.5
PTHR10460:SF40	2	2	2	Euteleostei		Not found
PTHR13170:SF19	2	2	2	Euteleostei		Meningioma-expressed antigen 5 (hyaluronidase)-like
PTHR24390:SF50	2	2	2	Euteleostei		Zinc finger protein 710b
PTHR22951:SF28	2	2	2	Euteleostei		Si:ch211-214j24.9
PTHR21007:SF3	3	2	2	Euteleostei		Not found
PTHR13285:SF21	2	2	2	Euteleostei		Hedgehog acyltransferase-like, b
PTHR42757	1	1	1	Orylat		Family not named
PTHR15711:SF57	2	2	2	Euteleostei		Not found
PTHR19282:SF364	2	2	2	Euteleostei		Tetraspanin-9
PTHR24028:SF297	2	2	2	Euteleostei		Not found
PTHR45876:SF4	2	2	2	Euteleostei		Zgc:92107
PTHR45913:SF13	3	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR16517:SF111	2	2	2	Euteleostei		Not found
PTHR11521:SF4	1	1	1	Orylat		Troponin t, fast skeletal muscle
PTHR23048:SF38	2	2	2	Euteleostei		Not found
PTHR11438:SF5	2	2	2	Euteleostei		Prepronociceptin
PTHR21093:SF8	2	2	2	Euteleostei		Protein fam69a
PTHR10306:SF32	2	2	2	Euteleostei		Novel protein containing a membrane-associating domain (wu:fc22a07)
PTHR12080:SF102	6	2	2	Euteleostei		Not found
PTHR16127:SF15	2	2	2	Euteleostei		Not found
PTHR15241:SF334	2	1	1	Orylat		Not found
PTHR18945:SF841	2	2	2	Euteleostei		Not found
PTHR17601:SF7	2	2	2	Euteleostei		Not found
PTHR23055:SF166	4	2	2	Euteleostei		Recoverin-related
PTHR24115:SF923	2	2	2	Euteleostei		Not found
PTHR23167:SF71	3	2	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR11100:SF24	2	2	2	Euteleostei		Not found
PTHR10201:SF287	3	2	2	Euteleostei		Not found
PTHR15073:SF15	6	2	2	Euteleostei		Not found
PTHR12694:SF19	2	2	2	Euteleostei		Not found
PTHR11544:SF132	1	1	1	Orylat		Not found
PTHR45720:SF9	4	2	2	Euteleostei		Chloride channel protein
PTHR12243:SF48	2	2	2	Euteleostei		Not found
PTHR23334:SF62	2	2	2	Euteleostei		Not found
PTHR18952:SF202	2	2	2	Euteleostei		Not found
PTHR19282:SF216	1	1	1	Orylat		Tetraspanin-1
PTHR10075:SF49	1	1	1	Orylat		Coiled-coil domain-containing 141
PTHR10177:SF262	2	2	2	Euteleostei		Subfamily not named
PTHR22621:SF31	3	2	2	Euteleostei		Not found
PTHR20930:SF4	2	2	2	Euteleostei		Subfamily not named
PTHR24377:SF838	1	1	1	Orylat		Not found
PTHR24020:SF80	5	1	1	Orylat		Not found
PTHR33147:SF47	1	1	1	Orylat		Not found
PTHR10502:SF8	2	2	2	Euteleostei		Annexin
PTHR10336:SF146	2	2	2	Euteleostei		Phosphoinositide phospholipase c
PTHR11216:SF127	1	1	1	Orylat		Eh domain-containing protein 1
PTHR15146:SF7	2	2	2	Euteleostei		Not found
PTHR10024:SF363	2	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR12307:SF49	3	2	2	Euteleostei		Not found
PTHR24399:SF55	1	1	1	Orylat		Not found
PTHR19282:SF495	2	2	2	Euteleostei		Not found
PTHR24070:SF431	2	2	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR15427:SF37	2	2	2	Euteleostei		Not found
PTHR24365:SF541	2	2	19	Chordata	Brabel,Braflo,Cyclostomata,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR14241:SF28	2	2	2	Euteleostei		Not found
PTHR24064:SF468	3	2	2	Euteleostei		Solute carrier family 22 (organic anion/urate transporter), member 13
PTHR46896:SF4	2	2	2	Euteleostei		Not found
PTHR11157:SF120	2	2	2	Euteleostei		Not found
PTHR15902:SF6	2	2	2	Euteleostei		Not found
PTHR11494:SF9	2	2	2	Euteleostei		Si:ch211-67e16.2
PTHR21472:SF15	8	2	2	Euteleostei		Si:ch211-133n4.10-related
PTHR24409:SF345	1	1	1	Orylat		Subfamily not named
PTHR21472:SF23	2	2	2	Euteleostei		Not found
PTHR47675:SF1	1	1	1	Orylat		Subfamily not named
PTHR47675	1	1	1	Orylat		Family not named
PTHR12274:SF8	2	2	2	Euteleostei		Not found
PTHR24044:SF468	2	2	2	Euteleostei		Not found
PTHR13817:SF154	2	2	2	Euteleostei		Not found
PTHR23235:SF118	2	2	2	Euteleostei		Not found
PTHR11955:SF133	2	2	2	Euteleostei		Cellular retinoic acid-binding protein 2, b
PTHR10480:SF14	3	2	2	Euteleostei		Unc-13 homolog ba (c. elegans)
PTHR10489:SF943	2	2	2	Euteleostei		Not found
PTHR47979:SF91	3	2	2	Euteleostei		Not found
PTHR24061:SF533	3	2	2	Euteleostei		Not found
PTHR11984:SF113	2	2	2	Euteleostei		Not found
PTHR22846:SF63	2	2	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Not found
PTHR15715:SF43	3	2	2	Euteleostei		Not found
PTHR22847:SF626	1	1	1	Orylat		Wd repeat-containing protein 38
PTHR24103:SF588	1	1	1	Orylat		Subfamily not named
